STOPCODE,stop_name,total_boardings,lat,lon,POSTCODE,lsoa11cd,lad_code,lad_name,employment_all_30min,hospitals_30min,gp_30min,supermarkets_30min,pharmacies_30min,primary_schools_30min,secondary_schools_30min,main_bua_30min
17832,CHARLEVILLE CIRCUS,75.99734,51.42660058991008,-0.06576489334581072,SE26 6NU,E01003332,E09000023,Lewisham,37500.0,0.0,16.0,16.0,27.0,37.0,6.0,0.0
17833,CHARLEVILLE CIRCUS,322.59366,51.42661128788166,-0.06695838672337727,SE26 6RG,E01003332,E09000023,Lewisham,37500.0,0.0,16.0,16.0,27.0,37.0,6.0,0.0
17834,CRYSTAL PALACE PARK ROAD,68.02494,51.426307240090125,-0.06924401378628207,SE26 6NW,E01003332,E09000023,Lewisham,37500.0,0.0,16.0,16.0,27.0,37.0,6.0,0.0
17835,CRYSTAL PALACE PARK ROAD,150.54621,51.42634936288696,-0.07234935297647528,SE26 6PE,E01003330,E09000023,Lewisham,33925.0,0.0,16.0,15.0,23.0,32.0,6.0,0.0
17837,PRIORY PARK,21.28768,51.46170342126332,0.00988711998568764,SE3 9RT,E01003202,E09000023,Lewisham,66165.0,6.0,25.0,23.0,44.0,46.0,10.0,0.0
17838,PRIORY PARK,15.742959999999998,51.46207431294818,0.00975945422711976,SE3 9RT,E01003202,E09000023,Lewisham,66165.0,6.0,25.0,23.0,44.0,46.0,10.0,0.0
17839,CRYSTAL PALACE PARADE / COLLEGE ROAD,229.12722,51.42460851762293,-0.07586044418371081,SE19 1UN,E01003948,E09000028,Southwark,36910.0,0.0,17.0,16.0,26.0,35.0,8.0,0.0
1784,ASKEW ROAD,714.10453,51.49962454638631,-0.2401345372484509,W12 9PF,E01001930,E09000013,Hammersmith and Fulham,194810.0,3.0,55.0,13.0,70.0,46.0,12.0,0.0
17840,MANOR WAY,71.3878,51.45919337093833,0.009949586959911596,SE3 9DB,E01003202,E09000023,Lewisham,66165.0,6.0,25.0,23.0,44.0,46.0,10.0,0.0
17841,HANDEN ROAD,116.88475,51.45302643466879,0.011924054540050027,SE12 8PY,E01003285,E09000023,Lewisham,54590.0,5.0,26.0,25.0,40.0,41.0,9.0,0.0
17842,MICHELDEVER ROAD,268.0132,51.45159272513178,0.01214887762475686,SE12 8PU,E01003285,E09000023,Lewisham,54590.0,5.0,26.0,25.0,40.0,41.0,9.0,0.0
17843,ELM LANE,221.25784,51.43829115417111,-0.033342780719502356,SE6 4LF,E01003194,E09000023,Lewisham,43560.0,3.0,11.0,20.0,29.0,40.0,7.0,0.0
17844,ELM LANE,327.10325,51.439381985131924,-0.032432584960347455,SE6 4PS,E01003321,E09000023,Lewisham,62610.0,4.0,18.0,29.0,41.0,54.0,11.0,0.0
17845,CASTLANDS ROAD,131.44446,51.43536928709698,-0.03446103009097725,SE6 4LP,E01003195,E09000023,Lewisham,42700.0,3.0,12.0,19.0,27.0,37.0,8.0,0.0
17846,CASTLANDS ROAD,228.42808,51.4367485908282,-0.03412844514926117,SE6 4EF,E01003311,E09000023,Lewisham,42555.0,3.0,11.0,20.0,25.0,35.0,7.0,0.0
17847,HOUSTON ROAD,73.36442,51.434213535972894,-0.035791112697302,SE6 4LP,E01003195,E09000023,Lewisham,42700.0,3.0,12.0,19.0,27.0,37.0,8.0,0.0
17848,HOUSTON ROAD,148.12328,51.43372451626096,-0.03666093229915793,SE6 4EZ,E01003193,E09000023,Lewisham,51900.0,3.0,21.0,22.0,32.0,47.0,10.0,0.0
17849,OAK HILL,34.78432,51.60099052755753,0.014096744201344701,IG8 9NS,E01004377,E09000031,Waltham Forest,38950.0,1.0,16.0,8.0,25.0,20.0,9.0,0.0
1785,MERTON ABBEY,1394.16565,51.416412439963864,-0.1815064359760879,SW19 1DN,E01003359,E09000024,Merton,123060.0,3.0,38.0,28.0,64.0,56.0,9.0,0.0
17851,SWAN & SUGAR LOAF,566.82008,51.36304987095427,-0.09823645511170155,CR2 6EA,E01001037,E09000008,Croydon,84615.0,4.0,21.0,16.0,40.0,33.0,9.0,0.0
17852,SPRING LANE,38.65357,51.388939169950646,-0.06686486726648071,SE25 5EW,E01001185,E09000008,Croydon,69720.0,3.0,25.0,20.0,36.0,31.0,9.0,0.0
17853,WOODSIDE GREEN,84.39854,51.387717520690025,-0.06858358452612771,SE25 5EU,E01001185,E09000008,Croydon,69720.0,3.0,25.0,20.0,36.0,31.0,9.0,0.0
17854,WOODSIDE GREEN,95.77062,51.387537799314984,-0.06913731143821104,SE25 5HQ,E01001185,E09000008,Croydon,69720.0,3.0,25.0,20.0,36.0,31.0,9.0,0.0
17855,BLACKHORSE LANE,97.2137,51.38605384902293,-0.0713124818181265,SE25 5EU,E01001185,E09000008,Croydon,69720.0,3.0,25.0,20.0,36.0,31.0,9.0,0.0
17856,BLACKHORSE LANE,100.57669,51.38553758077934,-0.07272827041235624,CR0 6HF,E01000981,E09000008,Croydon,69970.0,3.0,23.0,19.0,33.0,31.0,9.0,0.0
17857,GORDON CRESCENT,109.41084,51.382336181562295,-0.0820458090816832,CR0 6HA,E01000984,E09000008,Croydon,73995.0,4.0,23.0,17.0,30.0,33.0,8.0,0.0
17858,GORDON CRESCENT,144.05496,51.38174959118242,-0.08301880271473942,CR0 6NA,E01000984,E09000008,Croydon,73995.0,4.0,23.0,17.0,30.0,33.0,8.0,0.0
17859,LOWER ADDISCOMBE ROAD,42.90041,51.38067470068306,-0.08547794713796016,CR0 6NA,E01000984,E09000008,Croydon,73995.0,4.0,23.0,17.0,30.0,33.0,8.0,0.0
17862,FOXLEY HILL ROAD,55.23072,51.335485558689236,-0.11315937744955248,CR8 2JY,E01001097,E09000008,Croydon,45585.0,1.0,17.0,6.0,26.0,24.0,5.0,0.0
17863,LEGION HOUSE,9.90337,51.32817777474192,-0.10612448818017248,CR8 5AL,E01001075,E09000008,Croydon,16570.0,1.0,4.0,2.0,12.0,11.0,3.0,0.0
17864,LEGION HOUSE,81.28246,51.328318607627864,-0.10649188990333393,CR8 5JE,E01001075,E09000008,Croydon,16570.0,1.0,4.0,2.0,12.0,11.0,3.0,0.0
17866,DEVON CLOSE,38.58351,51.31857559599027,-0.0863425166135029,CR8 5BJ,E01001071,E09000008,Croydon,11145.0,2.0,2.0,2.0,11.0,6.0,2.0,0.0
1787,NEW MALDEN STATION,449.26286,51.403358185783034,-0.25685816402891987,KT3 4DQ,E01002930,E09000021,Kingston upon Thames,90900.0,3.0,21.0,15.0,44.0,31.0,8.0,0.0
17876,ST HELEN'S ROAD,45.70941,51.4094358994315,-0.1217495417538911,SW16 4DE,E01001087,E09000008,Croydon,42930.0,2.0,34.0,20.0,44.0,41.0,6.0,0.0
17877,NORBURY CRESCENT / LONDON ROAD,161.02611,51.410688284522884,-0.12189953412570675,SW16 4JS,E01001087,E09000008,Croydon,42930.0,2.0,34.0,20.0,44.0,41.0,6.0,0.0
17878,NORBURY CRESCENT / ST HELEN'S ROAD,33.71566,51.40935132533386,-0.11927975771440734,SW16 4LA,E01001087,E09000008,Croydon,42930.0,2.0,34.0,20.0,44.0,41.0,6.0,0.0
17879,NORBURY CRESCENT / ST HELEN'S ROAD,105.61524,51.40991289057465,-0.12009072739835894,SW16 4JS,E01001087,E09000008,Croydon,42930.0,2.0,34.0,20.0,44.0,41.0,6.0,0.0
1788,NEW MALDEN STATION,347.7937,51.40326403629154,-0.25657419951948995,KT3 4HG,E01002930,E09000021,Kingston upon Thames,90900.0,3.0,21.0,15.0,44.0,31.0,8.0,0.0
17880,EDERLINE AVENUE,98.20315,51.40594665590679,-0.1122303005050187,SW16 4JY,E01001086,E09000008,Croydon,31530.0,2.0,27.0,15.0,30.0,30.0,4.0,0.0
17881,EDERLINE AVENUE,62.96032,51.40657854290701,-0.11293758095177689,SW16 4JX,E01001087,E09000008,Croydon,42930.0,2.0,34.0,20.0,44.0,41.0,6.0,0.0
17882,BRAEMAR AVENUE,73.05499,51.40388336195744,-0.10919531483743763,CR7 7RU,E01000994,E09000008,Croydon,31255.0,2.0,21.0,14.0,27.0,29.0,3.0,0.0
17883,BRAEMAR AVENUE,101.3414,51.404450042121155,-0.10976143275041793,CR7 7RR,E01000994,E09000008,Croydon,31255.0,2.0,21.0,14.0,27.0,29.0,3.0,0.0
17884,SANDFIELD ROAD,121.1753,51.40214450918706,-0.10676541271119223,CR7 7RU,E01000994,E09000008,Croydon,31255.0,2.0,21.0,14.0,27.0,29.0,3.0,0.0
17885,SANDFIELD ROAD,124.91061,51.40181743718445,-0.10600256032310518,CR7 7RP,E01000998,E09000008,Croydon,59255.0,4.0,27.0,22.0,38.0,38.0,7.0,0.0
17886,BROOK ROAD,124.70415,51.40025414952075,-0.10386753116229303,CR7 7RT,E01000998,E09000008,Croydon,59255.0,4.0,27.0,22.0,38.0,38.0,7.0,0.0
17887,BROOK ROAD,57.71313,51.3998192188428,-0.10310919270841473,CR7 7RL,E01000998,E09000008,Croydon,59255.0,4.0,27.0,22.0,38.0,38.0,7.0,0.0
1789,NEW MALDEN / THE FOUNTAIN,1728.35482,51.39816538596712,-0.25537362591362833,KT3 6DD,E01002984,E09000021,Kingston upon Thames,42075.0,3.0,12.0,9.0,27.0,22.0,6.0,0.0
17890,THORNTON HEATH CLOCK TOWER,443.40484,51.39870635858667,-0.09714604173329401,CR7 8RY,E01001155,E09000008,Croydon,84360.0,4.0,32.0,20.0,42.0,41.0,9.0,0.0
17892,THE CRESCENT,243.55352,51.39077148755242,-0.09472992023534914,CR0 2LH,E01001116,E09000008,Croydon,89985.0,4.0,36.0,20.0,42.0,43.0,7.0,0.0
17893,BEACONSFIELD ROAD / LEGACY YOUTH ZONE,195.49091,51.38997517819952,-0.09497859975408754,CR0 2LB,E01001116,E09000008,Croydon,89985.0,4.0,36.0,20.0,42.0,43.0,7.0,0.0
17896,HACKNEY DOWNS STATION  / DALSTON LANE,863.11011,51.549156076458296,-0.06055675342233243,E8 1LA,E01001761,E09000012,Hackney,309740.0,8.0,78.0,30.0,122.0,128.0,27.0,0.0
17897,HACKNEY DOWNS STATION,326.68348000000003,51.548927741279826,-0.06143187225724464,E8 1AL,E01001761,E09000012,Hackney,309740.0,8.0,78.0,30.0,122.0,128.0,27.0,0.0
17898,PEMBURY ROAD / DOWNS PARK ROAD,133.06188,51.55223996479566,-0.05834845572959093,E5 8JG,E01001757,E09000012,Hackney,161840.0,6.0,58.0,17.0,88.0,97.0,23.0,0.0
17899,PEMBURY ROAD / DOWNS PARK ROAD,323.47895,51.55182492891069,-0.058265158033546406,E5 8JG,E01001757,E09000012,Hackney,161840.0,6.0,58.0,17.0,88.0,97.0,23.0,0.0
179,MARBLE ARCH STATION,988.01677,51.51356064353309,-0.15685803637490522,W1K 7JA,E01004762,E09000033,Westminster,2497340.0,39.0,135.0,45.0,282.0,181.0,37.0,0.0
1790,NEW MALDEN / THE FOUNTAIN,439.2406,51.39789790136242,-0.2555275580588156,KT3 6AA,E01002984,E09000021,Kingston upon Thames,42075.0,3.0,12.0,9.0,27.0,22.0,6.0,0.0
17900,CRICKETFIELD ROAD,156.09663,51.5547348645005,-0.05695835648454284,E5 8NS,E01033713,E09000012,Hackney,93065.0,3.0,47.0,11.0,65.0,69.0,14.0,0.0
17901,OLIVER ROAD,54.83483,51.582346070635396,-0.003630260015150265,E17 9HX,E01004467,E09000031,Waltham Forest,60825.0,2.0,27.0,14.0,43.0,41.0,12.0,0.0
17902,OUR LADY & ST GEORGE'S CATHOLIC SCHOOL,61.81313,51.58266860480422,-0.0051461551456244755,E17 9JE,E01004466,E09000031,Waltham Forest,71125.0,1.0,29.0,16.0,51.0,43.0,11.0,0.0
17903,ADDISON ROAD,35.17996,51.583171895367784,-0.007245971727039008,E17 9HS,E01004464,E09000031,Waltham Forest,61965.0,1.0,31.0,16.0,43.0,40.0,11.0,0.0
17904,ADDISON ROAD,128.60573,51.58322948457072,-0.007459968609529229,E17 9HP,E01004466,E09000031,Waltham Forest,71125.0,1.0,29.0,16.0,51.0,43.0,11.0,0.0
17905,BROOKFIELD AVENUE,80.04844,51.58480617929773,-0.007636381797160126,E17 9EP,E01004464,E09000031,Waltham Forest,61965.0,1.0,31.0,16.0,43.0,40.0,11.0,0.0
1791,RUSSELL GARDENS,78.72161,51.50065706241134,-0.21149506422364864,W14 8HA,E01002866,E09000020,Kensington and Chelsea,738680.0,14.0,82.0,18.0,129.0,68.0,15.0,0.0
17910,WOOD STREET STATION,129.93515,51.58667863762181,-0.0029928336375524204,E17 3LX,E01004464,E09000031,Waltham Forest,61965.0,1.0,31.0,16.0,43.0,40.0,11.0,0.0
17911,WOOD STREET MARKET,79.29628,51.588188451845625,-0.003994888018139571,E17 3LL,E01004464,E09000031,Waltham Forest,61965.0,1.0,31.0,16.0,43.0,40.0,11.0,0.0
17912,WOOD STREET MARKET,72.23376,51.58847265642567,-0.004314461086243461,E17 3HX,E01004464,E09000031,Waltham Forest,61965.0,1.0,31.0,16.0,43.0,40.0,11.0,0.0
17913,WOODLANDS ROAD,113.25907,51.58974840436469,-0.004244112053418872,E17 3JX,E01004470,E09000031,Waltham Forest,54950.0,1.0,24.0,15.0,41.0,35.0,11.0,0.0
17914,FOREST ROAD / WOOD STREET LIBRARY,74.06658,51.591106832123884,-0.004805359477977446,E17 3HT,E01004470,E09000031,Waltham Forest,54950.0,1.0,24.0,15.0,41.0,35.0,11.0,0.0
17915,FOREST ROAD / WOOD STREET LIBRARY,286.93317,51.592198046133575,-0.004988538687884994,E17 4UH,E01004348,E09000031,Waltham Forest,49025.0,1.0,22.0,15.0,39.0,29.0,9.0,0.0
17916,CLIFFORD ROAD,200.52209,51.59305685331585,-0.005254096442054923,E17 4SX,E01004348,E09000031,Waltham Forest,49025.0,1.0,22.0,15.0,39.0,29.0,9.0,0.0
17917,VICTORIA ROAD,667.12831,51.59444288364542,-0.005323310970371425,E17 4EE,E01004348,E09000031,Waltham Forest,49025.0,1.0,22.0,15.0,39.0,29.0,9.0,0.0
17918,VICTORIA ROAD,111.14,51.59531876580852,-0.006064602061855758,E17 4HB,E01004348,E09000031,Waltham Forest,49025.0,1.0,22.0,15.0,39.0,29.0,9.0,0.0
17919,QUEENSWOOD AVENUE,411.71032,51.59654068148066,-0.006530874672174582,E17 4EG,E01004345,E09000031,Waltham Forest,50900.0,1.0,22.0,16.0,40.0,31.0,8.0,0.0
17920,QUEENSWOOD AVENUE,89.49243,51.597120678169006,-0.0067942533561947535,E17 4HJ,E01004345,E09000031,Waltham Forest,50900.0,1.0,22.0,16.0,40.0,31.0,8.0,0.0
17921,GARNER ROAD / NORTH ARM,170.01863,51.599664983669825,-0.007289308865058329,E17 4EU,E01004345,E09000031,Waltham Forest,50900.0,1.0,22.0,16.0,40.0,31.0,8.0,0.0
17922,GARNER ROAD / NORTH ARM,49.43943,51.599920262590686,-0.00749472923202459,E17 4HL,E01004345,E09000031,Waltham Forest,50900.0,1.0,22.0,16.0,40.0,31.0,8.0,0.0
17923,WADHAM ROAD,218.71529,51.60082928639678,-0.004364771292568658,E4 9JW,E01004343,E09000031,Waltham Forest,49700.0,1.0,23.0,14.0,34.0,31.0,9.0,0.0
17924,WADHAM ROAD,107.7518,51.60096284737885,-0.0042867150649374955,E4 9JP,E01004343,E09000031,Waltham Forest,49700.0,1.0,23.0,14.0,34.0,31.0,9.0,0.0
17925,SWANAGE ROAD,41.92443,51.60277558817506,-0.0030086557734792,E4 9JN,E01004343,E09000031,Waltham Forest,49700.0,1.0,23.0,14.0,34.0,31.0,9.0,0.0
17926,SWANAGE ROAD,26.91553,51.602403338384796,-0.0033282399134562175,E4 9JP,E01004343,E09000031,Waltham Forest,49700.0,1.0,23.0,14.0,34.0,31.0,9.0,0.0
17927,HALDAN ROAD,149.53555,51.60476862463965,-0.0022857860084666013,E4 9LJ,E01004381,E09000031,Waltham Forest,47675.0,1.0,21.0,14.0,36.0,30.0,9.0,0.0
17928,HALDAN ROAD,81.62003,51.60423487768742,-0.0026269194772321775,E4 9JP,E01004343,E09000031,Waltham Forest,49700.0,1.0,23.0,14.0,34.0,31.0,9.0,0.0
17929,HIGHAMS PARK STATION,519.64865,51.607496665447115,-0.0008951172801993812,E4 9LQ,E01004381,E09000031,Waltham Forest,47675.0,1.0,21.0,14.0,36.0,30.0,9.0,0.0
17930,HIGHAMS PARK STATION,709.9406,51.60762492484195,-0.001033904650965646,E4 9LG,E01004379,E09000031,Waltham Forest,45000.0,1.0,18.0,13.0,30.0,28.0,9.0,0.0
17931,HICKMAN AVENUE,280.4696,51.61062773266164,-0.002577390753190931,E4 9JQ,E01004416,E09000031,Waltham Forest,29225.0,0.0,13.0,8.0,20.0,19.0,8.0,0.0
17932,HICKMAN AVENUE,156.61191,51.609607564128105,-0.0018133756277635147,E4 9HH,E01004381,E09000031,Waltham Forest,47675.0,1.0,21.0,14.0,36.0,30.0,9.0,0.0
17933,EAST VIEW,43.15766,51.61309578224155,-0.0017612861221452027,E4 9JB,E01004379,E09000031,Waltham Forest,45000.0,1.0,18.0,13.0,30.0,28.0,9.0,0.0
17934,EAST VIEW,30.09131,51.61283849088528,-0.0024947787918042984,E4 9HZ,E01004416,E09000031,Waltham Forest,29225.0,0.0,13.0,8.0,20.0,19.0,8.0,0.0
17935,LARKSHALL CRESCENT,61.06529,51.61545700046688,4.689961179002579e-05,E4 6NP,E01004413,E09000031,Waltham Forest,41875.0,1.0,15.0,9.0,24.0,23.0,8.0,0.0
17936,LARKSHALL CRESCENT,24.24265,51.61507110276133,1.0450164917804138e-06,E4 9HY,E01004416,E09000031,Waltham Forest,29225.0,0.0,13.0,8.0,20.0,19.0,8.0,0.0
17937,ST ANNE'S PARISH CHURCH,316.00283,51.617448158937535,0.00035112399669759984,E4 6NP,E01004413,E09000031,Waltham Forest,41875.0,1.0,15.0,9.0,24.0,23.0,8.0,0.0
17938,ST ANNE'S PARISH CHURCH,74.3437,51.61804700941975,0.0005652498935719025,E4 6NX,E01004413,E09000031,Waltham Forest,41875.0,1.0,15.0,9.0,24.0,23.0,8.0,0.0
17940,HATCH LANE,406.86974,51.618748388344294,0.0037308210946508306,E4 6LP,E01004384,E09000031,Waltham Forest,26000.0,0.0,11.0,7.0,17.0,18.0,7.0,0.0
17949,CHELMSFORD ROAD,95.66847,51.59950674035783,0.013049193214352533,E18 2QD,E01003669,E09000026,Redbridge,40500.0,4.0,24.0,6.0,31.0,26.0,8.0,0.0
1795,HARLINGTON CORNER,1828.25314,51.48074379033145,-0.43309188152813355,UB3 5AJ,E01002449,E09000017,Hillingdon,75125.0,0.0,10.0,3.0,11.0,13.0,3.0,0.0
17950,ST AUBYN'S SCHOOL,30.44622,51.60259019312451,0.015727120768491955,IG8 9DZ,E01003670,E09000026,Redbridge,32950.0,3.0,16.0,6.0,25.0,23.0,8.0,0.0
17951,ST AUBYN'S SCHOOL,17.912959999999998,51.602920930558085,0.015842853957338834,IG8 9DS,E01004380,E09000031,Waltham Forest,29525.0,0.0,13.0,6.0,21.0,20.0,7.0,0.0
17952,HIGHBURY NEW PK / HIGHBURY GROVE SCHOOL,204.69182,51.54831180772596,-0.0974151824668795,N5 2DB,E01002775,E09000019,Islington,1175150.0,15.0,106.0,45.0,177.0,141.0,31.0,0.0
17953,HIGHBURY NEW PK / HIGHBURY GROVE SCHOOL,91.91375,51.54805704428321,-0.09778638888852746,N5 2DA,E01002775,E09000019,Islington,1175150.0,15.0,106.0,45.0,177.0,141.0,31.0,0.0
17954,CANONBURY STATION,69.93913,51.54925996314871,-0.09267356217002827,N5 2NS,E01002781,E09000019,Islington,1187350.0,15.0,115.0,46.0,180.0,148.0,30.0,0.0
17955,CANONBURY STATION,178.31567,51.54909250192013,-0.09288249452549338,N5 2NL,E01002775,E09000019,Islington,1175150.0,15.0,106.0,45.0,177.0,141.0,31.0,0.0
17962,CROSSWAY / KINGSLAND HIGH STREET,65.73529,51.55041624716806,-0.07592233164056128,N16 8HX,E01001747,E09000012,Hackney,699010.0,13.0,101.0,35.0,157.0,145.0,34.0,0.0
17963,SHACKLEWELL LANE / KINGSLAND HIGH STREET,160.61273,51.55068701811274,-0.07433869110453492,E8 2EZ,E01033699,E09000012,Hackney,1417535.0,16.0,116.0,42.0,196.0,159.0,40.0,0.0
17964,SHACKLEWELL LANE,325.87328,51.55084876628099,-0.07378374672641749,E8 2DA,E01001747,E09000012,Hackney,699010.0,13.0,101.0,35.0,157.0,145.0,34.0,0.0
17967,RICHMOND ROAD,112.42212,51.54218798694513,-0.06989521212467066,E8 3NH,E01001819,E09000012,Hackney,246625.0,6.0,50.0,14.0,76.0,84.0,21.0,0.0
17973,BROADWAY MARKET,306.74535000000003,51.53768677185318,-0.06087133336164731,E8 4PH,E01033712,E09000012,Hackney,803720.0,9.0,53.0,15.0,89.0,83.0,22.0,0.0
17974,BROADWAY MARKET,185.62989,51.53761767435941,-0.06049935322797156,E8 3RP,E01033712,E09000012,Hackney,803720.0,9.0,53.0,15.0,89.0,83.0,22.0,0.0
17982,TROWBRIDGE ESTATE,131.08137,51.547639414486795,-0.0278375670849219,E9 5NL,E01001846,E09000012,Hackney,121435.0,3.0,45.0,12.0,60.0,56.0,16.0,0.0
17985,RUCKHOLT ROAD BRIDGE,13.80538,51.553069672946386,-0.019221860348335153,E9 5PF,E01001786,E09000012,Hackney,61405.0,3.0,32.0,9.0,42.0,40.0,10.0,0.0
17986,SPITALFIELDS MARKET,75.87342,51.55509965261305,-0.01642167275267694,E20 3AD,E01004430,E09000031,Waltham Forest,625055.0,10.0,72.0,26.0,113.0,97.0,23.0,0.0
17987,SPITALFIELDS MARKET,186.49935,51.555417086615954,-0.0165809692315737,E10 5SL,E01004429,E09000031,Waltham Forest,96275.0,4.0,35.0,15.0,57.0,38.0,12.0,0.0
17988,OLIVER ROAD,76.84913,51.55701279176269,-0.011505683299359467,E10 5NX,E01004430,E09000031,Waltham Forest,625055.0,10.0,72.0,26.0,113.0,97.0,23.0,0.0
17989,OLIVER ROAD,76.98551,51.5572990290925,-0.013007950260626039,E10 5NL,E01004430,E09000031,Waltham Forest,625055.0,10.0,72.0,26.0,113.0,97.0,23.0,0.0
1799,KINGS ROAD,387.84069,51.416108391336834,-0.3014870426834791,KT2 5BF,E01033569,E09000021,Kingston upon Thames,89200.0,5.0,18.0,14.0,33.0,34.0,6.0,0.0
17991,FRANCIS ROAD,138.31837,51.560433774108006,-0.0027289771323988164,E10 5PZ,E01004376,E09000031,Waltham Forest,638005.0,10.0,75.0,29.0,125.0,106.0,26.0,0.0
17992,LEYTON HIGH ROAD / LEYTON STATION,185.75413,51.558185611060274,-0.005900323042648842,E11 4EG,E01004376,E09000031,Waltham Forest,638005.0,10.0,75.0,29.0,125.0,106.0,26.0,0.0
17993,FRANCIS ROAD,89.29257,51.559548983296516,-0.0025224863410192805,E11 4EF,E01004374,E09000031,Waltham Forest,111595.0,6.0,48.0,11.0,64.0,47.0,16.0,0.0
17994,CENTRAL AVENUE,128.19803,51.56136327091392,0.0007743561202714124,E11 4ED,E01004374,E09000031,Waltham Forest,111595.0,6.0,48.0,11.0,64.0,47.0,16.0,0.0
17995,CENTRAL AVENUE,111.26894,51.56198146342953,0.0014363116890350697,E11 4EN,E01004374,E09000031,Waltham Forest,111595.0,6.0,48.0,11.0,64.0,47.0,16.0,0.0
17996,ASHVILLE ROAD,63.53858,51.56314878241234,0.0031179451405198453,E11 4EB,E01004371,E09000031,Waltham Forest,116870.0,6.0,50.0,12.0,69.0,57.0,16.0,0.0
17998,HAMPTON ROAD,240.08842,51.56531031300751,0.0029243725095210444,E11 4EA,E01004371,E09000031,Waltham Forest,116870.0,6.0,50.0,12.0,69.0,57.0,16.0,0.0
17999,HAMPTON ROAD,241.34308,51.565823119145904,0.0023841810060686694,E11 4EA,E01004371,E09000031,Waltham Forest,116870.0,6.0,50.0,12.0,69.0,57.0,16.0,0.0
180,MARBLE ARCH STATION,1085.95529,51.513455582265436,-0.15761170478264336,W1K 7JA,E01004762,E09000033,Westminster,2497340.0,39.0,135.0,45.0,282.0,181.0,37.0,0.0
1800,KINGS ROAD,63.40267,51.41621249333814,-0.3012243226034277,KT2 5EN,E01033569,E09000021,Kingston upon Thames,89200.0,5.0,18.0,14.0,33.0,34.0,6.0,0.0
18000,CLARENDON ROAD,65.95118,51.56953809799359,0.003903855059172473,E11 1BN,E01004437,E09000031,Waltham Forest,135090.0,5.0,61.0,18.0,79.0,63.0,21.0,0.0
18001,CLARENDON ROAD,74.34819,51.56973812706547,0.0032488632138919383,E11 1BH,E01004437,E09000031,Waltham Forest,135090.0,5.0,61.0,18.0,79.0,63.0,21.0,0.0
18002,ELIM PENTECOSTAL CHURCH,188.96222,51.57084940323937,0.001364027546838752,E11 1BL,E01004437,E09000031,Waltham Forest,135090.0,5.0,61.0,18.0,79.0,63.0,21.0,0.0
18003,ELIM PENTECOSTAL CHURCH,100.22931,51.571001538476104,0.0008800700681717328,E11 1BL,E01004437,E09000031,Waltham Forest,135090.0,5.0,61.0,18.0,79.0,63.0,21.0,0.0
18004,BULWER ROAD,37.04605,51.56997139345986,-0.0019934933391233954,E11 1DU,E01004368,E09000031,Waltham Forest,74400.0,2.0,43.0,18.0,68.0,46.0,12.0,0.0
18005,BULWER ROAD,19.59692,51.57008035184755,-0.0015269467760775715,E11 1EH,E01004437,E09000031,Waltham Forest,135090.0,5.0,61.0,18.0,79.0,63.0,21.0,0.0
18006,THE SIDINGS,53.97309,51.569091975319864,-0.004744885987448787,E11 1EA,E01004368,E09000031,Waltham Forest,74400.0,2.0,43.0,18.0,68.0,46.0,12.0,0.0
18007,THE SIDINGS,60.98187,51.569078330380286,-0.00447131423695547,E11 1HD,E01004439,E09000031,Waltham Forest,116220.0,5.0,50.0,11.0,72.0,58.0,18.0,0.0
18008,KING EDWARD ROAD,17.73471,51.568002950126846,-0.007866075896687192,E11 1ED,E01004370,E09000031,Waltham Forest,61800.0,2.0,32.0,14.0,57.0,40.0,12.0,0.0
1801,TYSOE STREET,819.856,51.52623471030752,-0.10962351906962244,EC1R 4RJ,E01002726,E09000019,Islington,1987875.0,28.0,74.0,24.0,160.0,104.0,21.0,0.0
18010,THE CITY ACADEMY,86.31105,51.54827044048848,-0.049445230310255106,E9 6DP,E01001735,E09000012,Hackney,135265.0,4.0,57.0,16.0,78.0,80.0,19.0,0.0
18011,THE CITY ACADEMY,15.574419999999996,51.549154194975415,-0.0506767028148806,E9 6EG,E01001735,E09000012,Hackney,135265.0,4.0,57.0,16.0,78.0,80.0,19.0,0.0
18012,BANISTER HOUSE,514.50158,51.54799515077753,-0.045331970369414346,E9 6JA,E01001729,E09000012,Hackney,461055.0,13.0,105.0,31.0,144.0,131.0,35.0,0.0
18018,WICK LANE,23.81233,51.53889698348124,-0.027206113075432352,E3 2LA,E01004223,E09000030,Tower Hamlets,117685.0,5.0,39.0,12.0,57.0,55.0,18.0,0.0
1802,FINSBURY TOWN HALL,712.54912,51.52710897401323,-0.1080735778993527,EC1R 4RF,E01002726,E09000019,Islington,1987875.0,28.0,74.0,24.0,160.0,104.0,21.0,0.0
18020,OLD FORD ROAD,405.92683,51.535419108954066,-0.02787559289649281,E3 2RT,E01004222,E09000030,Tower Hamlets,109105.0,7.0,29.0,8.0,46.0,54.0,14.0,0.0
18022,TREDEGAR ROAD,59.55518,51.532481988714586,-0.023806805109697966,E3 2QU,E01032765,E09000030,Tower Hamlets,644105.0,9.0,51.0,14.0,81.0,78.0,22.0,0.0
18023,TREDEGAR ROAD,100.20546,51.53214076502224,-0.023302527092333637,E3 2QH,E01032765,E09000030,Tower Hamlets,644105.0,9.0,51.0,14.0,81.0,78.0,22.0,0.0
