borough,STOPCODE,alpha
Barking and Dagenham,20822,0.5171752
Barking and Dagenham,20880,0.5826964
Barking and Dagenham,20881,0.5767028
Barking and Dagenham,20971,0.5462522
Barking and Dagenham,20988,0.4716012
Barking and Dagenham,2288,0.51525885
Barking and Dagenham,2290,0.5225149
Barking and Dagenham,23397,0.5436945
Barking and Dagenham,25125,0.6466768
Barking and Dagenham,25377,0.54803824
Barking and Dagenham,25378,0.5477638
Barking and Dagenham,25379,0.53457654
Barking and Dagenham,25380,0.5373114
Barking and Dagenham,25381,0.5188536
Barking and Dagenham,25382,0.5019831
Barking and Dagenham,25383,0.5958072
Barking and Dagenham,25384,0.6030462
Barking and Dagenham,25385,0.64203095
Barking and Dagenham,25386,0.64894015
Barking and Dagenham,25387,0.6677287
Barking and Dagenham,25388,0.6743936
Barking and Dagenham,25389,0.59309983
Barking and Dagenham,25390,0.5828621
Barking and Dagenham,25391,0.61651605
Barking and Dagenham,25392,0.5299558
Barking and Dagenham,25393,0.5762229
Barking and Dagenham,25394,0.52455753
Barking and Dagenham,25395,0.56119764
Barking and Dagenham,25396,0.5303919
Barking and Dagenham,25399,0.47860116
Barking and Dagenham,26367,0.5278829
Barking and Dagenham,26887,0.48802635
Barking and Dagenham,26888,0.48290342
Barking and Dagenham,27451,0.6125588
Barking and Dagenham,27870,0.72051406
Barking and Dagenham,27950,0.60097235
Barking and Dagenham,2838,0.64261895
Barking and Dagenham,29141,0.5952335
Barking and Dagenham,29142,0.6237055
Barking and Dagenham,29143,0.5701537
Barking and Dagenham,29144,0.5802387
Barking and Dagenham,29234,0.5034934
Barking and Dagenham,29235,0.52527857
Barking and Dagenham,29236,0.5386714
Barking and Dagenham,29237,0.48361072
Barking and Dagenham,29238,0.5470885
Barking and Dagenham,29239,0.5866752
Barking and Dagenham,29240,0.59184736
Barking and Dagenham,29241,0.6088993
Barking and Dagenham,29256,0.4916554
Barking and Dagenham,29257,0.47499666
Barking and Dagenham,29258,0.47474235
Barking and Dagenham,29259,0.517436
Barking and Dagenham,29260,0.5150984
Barking and Dagenham,29261,0.5140486
Barking and Dagenham,29262,0.5133731
Barking and Dagenham,29413,0.5851282
Barking and Dagenham,29414,0.6374717
Barking and Dagenham,29415,0.63598144
Barking and Dagenham,29416,0.63837934
Barking and Dagenham,29417,0.6994035
Barking and Dagenham,29418,0.69913363
Barking and Dagenham,29419,0.6358009
Barking and Dagenham,29420,0.58432627
Barking and Dagenham,29422,0.5729246
Barking and Dagenham,29423,0.5517326
Barking and Dagenham,29424,0.5339115
Barking and Dagenham,29425,0.5277245
Barking and Dagenham,29510,0.42397225
Barking and Dagenham,29511,0.4188692
Barking and Dagenham,29512,0.4302604
Barking and Dagenham,29513,0.40545493
Barking and Dagenham,29514,0.37980634
Barking and Dagenham,29516,0.48002622
Barking and Dagenham,29517,0.5016578
Barking and Dagenham,29518,0.49048454
Barking and Dagenham,29542,0.4314598
Barking and Dagenham,29747,0.58245957
Barking and Dagenham,29749,0.5675703
Barking and Dagenham,29750,0.56745005
Barking and Dagenham,29751,0.53529966
Barking and Dagenham,29752,0.5452135
Barking and Dagenham,29754,0.52788204
Barking and Dagenham,29776,0.49081326
Barking and Dagenham,29836,0.58236134
Barking and Dagenham,29973,0.45869532
Barking and Dagenham,3319,0.55267525
Barking and Dagenham,3320,0.6082354
Barking and Dagenham,3321,0.5174592
Barking and Dagenham,3322,0.5338527
Barking and Dagenham,33514,0.63697666
Barking and Dagenham,33515,0.6661798
Barking and Dagenham,33722,0.48773783
Barking and Dagenham,33954,0.5978627
Barking and Dagenham,33956,0.5039512
Barking and Dagenham,34726,0.4552818
Barking and Dagenham,34865,0.45973712
Barking and Dagenham,34866,0.46667352
Barking and Dagenham,34884,0.600249
Barking and Dagenham,34996,0.6718298
Barking and Dagenham,34998,0.6872089
Barking and Dagenham,36559,0.4480502
Barking and Dagenham,36651,0.71844393
Barking and Dagenham,37184,0.62875307
Barking and Dagenham,37185,0.5805339
Barking and Dagenham,37186,0.56898355
Barking and Dagenham,37187,0.56581044
Barking and Dagenham,37188,0.56089085
Barking and Dagenham,37189,0.5224973
Barking and Dagenham,37196,0.56166184
Barking and Dagenham,3816,0.44805235
Barking and Dagenham,4282,0.5729702
Barking and Dagenham,4283,0.47473612
Barking and Dagenham,4284,0.521219
Barking and Dagenham,4285,0.5219179
Barking and Dagenham,4294,0.5503217
Barking and Dagenham,4295,0.58853674
Barking and Dagenham,4296,0.5294883
Barking and Dagenham,4298,0.6318077
Barking and Dagenham,4303,0.5838576
Barking and Dagenham,587,0.6178619
Barking and Dagenham,9544,0.46093976
Barking and Dagenham,9548,0.51654106
Barking and Dagenham,9645,0.63564587
Barking and Dagenham,9646,0.42219043
Barking and Dagenham,9820,0.44950208
Barking and Dagenham,9821,0.44659537
Barking and Dagenham,9822,0.4520575
Barking and Dagenham,9823,0.45260748
Barking and Dagenham,BP071,0.48718882
Barking and Dagenham,BP096,0.4684123
Barking and Dagenham,BP1105,0.7128834
Barking and Dagenham,BP1296,0.5167367
Barking and Dagenham,BP133,0.5748205
Barking and Dagenham,BP147,0.4491227
Barking and Dagenham,BP155,0.44854644
Barking and Dagenham,BP164,0.48226395
Barking and Dagenham,BP1750,0.5354087
Barking and Dagenham,BP181,0.43529874
Barking and Dagenham,BP1920,0.44461218
Barking and Dagenham,BP1991,0.5099264
Barking and Dagenham,BP2154,0.56472987
Barking and Dagenham,BP2155,0.45236668
Barking and Dagenham,BP222,0.49158496
Barking and Dagenham,BP227,0.588555
Barking and Dagenham,BP230,0.7128197
Barking and Dagenham,BP2661,0.5835136
Barking and Dagenham,BP270,0.5291047
Barking and Dagenham,BP2818,0.5034473
Barking and Dagenham,BP3038,0.5922423
Barking and Dagenham,BP3039,0.57143396
Barking and Dagenham,BP3042,0.5786505
Barking and Dagenham,BP3472,0.5008007
Barking and Dagenham,BP4055,0.62737554
Barking and Dagenham,BP4056,0.5740669
Barking and Dagenham,BP433,0.5186293
Barking and Dagenham,BP4381,0.5824664
Barking and Dagenham,BP4382,0.56313646
Barking and Dagenham,BP4426,0.6448707
Barking and Dagenham,BP4431,0.5955126
Barking and Dagenham,BP4609,0.62132746
Barking and Dagenham,BP5390,0.5357575
Barking and Dagenham,BP5397,0.63831395
Barking and Dagenham,BP5398,0.63754654
Barking and Dagenham,BP5400,0.58321875
Barking and Dagenham,BP5410,0.5910127
Barking and Dagenham,BP5411,0.5915277
Barking and Dagenham,BP5414,0.59397954
Barking and Dagenham,BP5415,0.60136235
Barking and Dagenham,BP5434,0.5713675
Barking and Dagenham,BP5546,0.46506572
Barking and Dagenham,BP5652,0.5256213
Barking and Dagenham,BP5653,0.51993036
Barking and Dagenham,BP5755,0.49443942
Barking and Dagenham,BP5799,0.5488237
Barking and Dagenham,BP6069,0.5929112
Barking and Dagenham,BP6070,0.6142663
Barking and Dagenham,BP6071,0.6060111
Barking and Dagenham,BP6072,0.55598146
Barking and Dagenham,BP6138,0.56140304
Barking and Dagenham,BP6283,0.6287453
Barking and Dagenham,BP6284,0.6346091
Barking and Dagenham,BP6285,0.6017137
Barking and Dagenham,HC220,0.5061846
Barking and Dagenham,HC221,0.54284155
Barking and Dagenham,HC222,0.577967
Barking and Dagenham,HC223,0.5612934
Barking and Dagenham,HC224,0.5741202
Barking and Dagenham,HC225,0.50558335
Barking and Dagenham,HC294,0.48428357
Barking and Dagenham,HC295,0.5270064
Barking and Dagenham,HC296,0.53268445
Barking and Dagenham,LE134,0.7263451
Barking and Dagenham,LE171,0.49763563
Barking and Dagenham,LE195,0.6359316
Barking and Dagenham,LE217,0.576153
Barking and Dagenham,LE218,0.56313807
Barking and Dagenham,LE222,0.49430308
Barking and Dagenham,LE223,0.48573542
Barking and Dagenham,LE224,0.48708788
Barking and Dagenham,OC628,0.5493491
Barking and Dagenham,R0067,0.55251575
Barking and Dagenham,R0068,0.59776986
Barking and Dagenham,R0175,0.5381365
Barking and Dagenham,R0320,0.5492405
Barking and Dagenham,R0338,0.5498792
Barking and Dagenham,R0590,0.5743774
Barking and Dagenham,15585,0.53635895
Barking and Dagenham,29139,0.6261189
Barking and Dagenham,29140,0.6695784
Barking and Dagenham,29756,0.49690133
Barking and Dagenham,33951,0.5740683
Barking and Dagenham,33952,0.55365473
Barking and Dagenham,33955,0.56696945
Barking and Dagenham,34361,0.49664134
Barking and Dagenham,34843,0.5321935
Barking and Dagenham,35770,0.58604157
Barking and Dagenham,35771,0.45478404
Barking and Dagenham,4279,0.5669749
Barking and Dagenham,695,0.4534419
Barking and Dagenham,BP236,0.6538617
Barking and Dagenham,BP4052,0.65610015
Barking and Dagenham,BP4053,0.67989075
Barking and Dagenham,BP4054,0.6747843
Barking and Dagenham,BP4057,0.62003696
Barking and Dagenham,BP4191,0.6759773
Barking and Dagenham,BP4825,0.460748
Barking and Dagenham,LE138,0.4530815
Barking and Dagenham,LE174,0.45734993
Barnet,1023,0.67795664
Barnet,10242,0.8180085
Barnet,11136,0.60856336
Barnet,11205,0.43877754
Barnet,11772,0.5951051
Barnet,11773,0.6027644
Barnet,1184,0.53080255
Barnet,11992,0.63684183
Barnet,12085,0.4131601
Barnet,12086,0.38665903
Barnet,12087,0.40445867
Barnet,12088,0.5025338
Barnet,12089,0.61846006
Barnet,12199,0.41246146
Barnet,12200,0.41591206
Barnet,12201,0.38308913
Barnet,12218,0.61575896
Barnet,12912,0.7996113
Barnet,12913,0.5544941
Barnet,12914,0.53202677
Barnet,1306,0.70310235
Barnet,1307,0.682894
Barnet,1308,0.52259153
Barnet,1309,0.6576178
Barnet,1310,0.5101288
Barnet,1311,0.45045364
Barnet,1329,0.6036996
Barnet,1330,0.6205797
Barnet,1333,0.5503706
Barnet,1334,0.54733795
Barnet,13422,0.5430352
Barnet,13423,0.5442316
Barnet,13424,0.4882923
Barnet,13425,0.47562987
Barnet,13507,0.6070848
Barnet,14130,0.35093293
Barnet,14131,0.5895885
Barnet,14461,0.74174994
Barnet,14462,0.75266445
Barnet,14632,0.8434536
Barnet,14636,0.80111045
Barnet,1466,0.6523699
Barnet,14701,0.5842313
Barnet,14702,0.5303913
Barnet,14721,0.6595799
Barnet,14722,0.66228926
Barnet,14768,0.5727406
Barnet,14769,0.57839847
Barnet,14770,0.5231741
Barnet,14772,0.50071394
Barnet,14773,0.45780808
Barnet,14774,0.4783261
Barnet,14775,0.38927707
Barnet,14776,0.37044543
Barnet,14777,0.33976844
Barnet,14778,0.5359359
Barnet,14779,0.51035994
Barnet,1478,0.63554555
Barnet,14869,0.69192034
Barnet,14870,0.6271957
Barnet,14888,0.7093755
Barnet,14927,0.63732696
Barnet,15039,0.6082344
Barnet,15092,0.53634316
Barnet,15093,0.50498664
Barnet,15094,0.47551805
Barnet,15095,0.4414811
Barnet,15096,0.42691007
Barnet,15097,0.41956067
Barnet,15098,0.40048686
Barnet,15099,0.40625572
Barnet,1516,0.6622401
Barnet,15417,0.60830677
Barnet,15418,0.61821514
Barnet,15419,0.5755338
Barnet,1542,0.5231944
Barnet,15420,0.55865026
Barnet,15421,0.637195
Barnet,15422,0.65271956
Barnet,15424,0.62224036
Barnet,1543,0.4899208
Barnet,1555,0.564306
Barnet,1556,0.5724938
Barnet,15606,0.39773583
Barnet,15607,0.38315204
Barnet,15608,0.5977808
Barnet,15609,0.6004479
Barnet,15610,0.51411307
Barnet,15611,0.53100103
Barnet,15612,0.57664025
Barnet,15613,0.58670974
Barnet,15615,0.67415524
Barnet,15620,0.72406757
Barnet,15621,0.72468245
Barnet,15626,0.24614316
Barnet,15627,0.3231488
Barnet,15628,0.24142435
Barnet,15629,0.24355076
Barnet,15630,0.24209441
Barnet,15631,0.24763605
Barnet,15632,0.49439013
Barnet,15633,0.5110229
Barnet,15634,0.56445265
Barnet,15636,0.59403163
Barnet,15638,0.6346874
Barnet,15639,0.5760242
Barnet,15640,0.6028591
Barnet,15641,0.48548895
Barnet,15642,0.48534602
Barnet,15643,0.5123122
Barnet,15644,0.48030838
Barnet,15677,0.74585176
Barnet,15737,0.57922024
Barnet,15738,0.6086255
Barnet,15739,0.5387786
Barnet,15741,0.536897
Barnet,15742,0.5179989
Barnet,15743,0.57760906
Barnet,15744,0.51506424
Barnet,15745,0.5825035
Barnet,15746,0.63588977
Barnet,15749,0.68379444
Barnet,15750,0.7495282
Barnet,15751,0.43138954
Barnet,15752,0.4327701
Barnet,15753,0.4948034
Barnet,15754,0.45804468
Barnet,15755,0.4459709
Barnet,15756,0.42691052
Barnet,15757,0.42275393
Barnet,15758,0.42055732
Barnet,15759,0.62310404
Barnet,15760,0.60422283
Barnet,15912,0.69602656
Barnet,15913,0.66461486
Barnet,15914,0.720168
Barnet,15915,0.71946454
Barnet,15916,0.6574711
Barnet,15917,0.6564375
Barnet,15918,0.7393459
Barnet,15919,0.6512864
Barnet,15920,0.7044391
Barnet,15921,0.573608
Barnet,15922,0.5209904
Barnet,15923,0.63159364
Barnet,15924,0.63678455
Barnet,15925,0.6411615
Barnet,15926,0.6396636
Barnet,15927,0.6554947
Barnet,15928,0.48351187
Barnet,15929,0.62871295
Barnet,15930,0.56581694
Barnet,15932,0.53393567
Barnet,15933,0.5707197
Barnet,15934,0.59612083
Barnet,15951,0.57929415
Barnet,16028,0.83519137
Barnet,16029,0.7784559
Barnet,16067,0.516058
Barnet,16068,0.56172633
Barnet,16069,0.55410707
Barnet,16070,0.5487745
Barnet,16071,0.5478932
Barnet,16072,0.6211463
Barnet,16073,0.60777664
Barnet,16074,0.692502
Barnet,16104,0.4525951
Barnet,16105,0.49898675
Barnet,16108,0.5709816
Barnet,16109,0.58211315
Barnet,16110,0.5186143
Barnet,16111,0.5166667
Barnet,16453,0.54937005
Barnet,16454,0.5454041
Barnet,16455,0.57844085
Barnet,16457,0.51949406
Barnet,16458,0.5168341
Barnet,16459,0.3886696
Barnet,16460,0.37396023
Barnet,16469,0.59043723
Barnet,16470,0.62719566
Barnet,16471,0.6659879
Barnet,16472,0.68020654
Barnet,16473,0.6902869
Barnet,16474,0.73885006
Barnet,16475,0.7446227
Barnet,16487,0.6643722
Barnet,16488,0.65956205
Barnet,16489,0.59755206
Barnet,16490,0.64257497
Barnet,16491,0.41429722
Barnet,16492,0.41290486
Barnet,16493,0.6508772
Barnet,16494,0.6528365
Barnet,16495,0.7063734
Barnet,16496,0.70811164
Barnet,16497,0.7068052
Barnet,16498,0.6946898
Barnet,16500,0.7023027
Barnet,16501,0.6062333
Barnet,16503,0.5050117
Barnet,16504,0.5325244
Barnet,16505,0.5378625
Barnet,16506,0.55755365
Barnet,16507,0.5904093
Barnet,16508,0.58498704
Barnet,16509,0.6056711
Barnet,16510,0.59776384
Barnet,16511,0.6570837
Barnet,16512,0.67260236
Barnet,16519,0.6175336
Barnet,16520,0.6633253
Barnet,16521,0.5988004
Barnet,16523,0.5618697
Barnet,16524,0.48702896
Barnet,16525,0.57561773
Barnet,16526,0.619041
Barnet,16527,0.5785933
Barnet,16528,0.6323251
Barnet,16529,0.5285318
Barnet,16530,0.5229497
Barnet,16531,0.68008107
Barnet,16532,0.6075927
Barnet,16533,0.7257863
Barnet,16536,0.6130623
Barnet,16537,0.48354375
Barnet,16538,0.6638279
Barnet,16539,0.6270736
Barnet,16540,0.5755098
Barnet,16571,0.32237473
Barnet,16572,0.32294896
Barnet,16973,0.47455135
Barnet,16975,0.36589876
Barnet,16990,0.51155496
Barnet,16991,0.43212414
Barnet,16992,0.5382938
Barnet,16993,0.4205015
Barnet,16994,0.49552548
Barnet,16995,0.49357796
Barnet,16996,0.51372534
Barnet,17035,0.40232894
Barnet,17099,0.350628
Barnet,17100,0.4513285
Barnet,17101,0.39973825
Barnet,17102,0.5915576
Barnet,17166,0.55906576
Barnet,17167,0.62192005
Barnet,17168,0.6076208
Barnet,17169,0.6025647
Barnet,17256,0.34972805
Barnet,17257,0.62299734
Barnet,17259,0.41451156
Barnet,17260,0.41660106
Barnet,17267,0.5236881
Barnet,17268,0.5365592
Barnet,17269,0.38950768
Barnet,17270,0.47024238
Barnet,17271,0.41613832
Barnet,17272,0.5016306
Barnet,17273,0.49125975
Barnet,1731,0.45477542
Barnet,17469,0.45587784
Barnet,17470,0.45044914
Barnet,17473,0.53037876
Barnet,17580,0.6482342
Barnet,17718,0.6266989
Barnet,17719,0.68851537
Barnet,17768,0.3073814
Barnet,17770,0.49460176
Barnet,17771,0.4908282
Barnet,18099,0.28977358
Barnet,18100,0.27807137
Barnet,18102,0.5047828
Barnet,18104,0.37926632
Barnet,18105,0.37731495
Barnet,18106,0.3811555
Barnet,18107,0.3875838
Barnet,18108,0.4068742
Barnet,18109,0.3981407
Barnet,18110,0.40042114
Barnet,18111,0.38372272
Barnet,18112,0.56766
Barnet,18113,0.55185515
Barnet,18114,0.5446733
Barnet,18115,0.5644091
Barnet,18116,0.58396816
Barnet,18117,0.5551177
Barnet,18118,0.52993715
Barnet,18119,0.5211438
Barnet,18120,0.43720132
Barnet,18121,0.44372448
Barnet,18122,0.4627884
Barnet,18729,0.65872645
Barnet,18730,0.5988396
Barnet,18912,0.74407005
Barnet,19142,0.39831588
Barnet,19143,0.39634752
Barnet,19144,0.5251067
Barnet,19145,0.27120462
Barnet,19146,0.2720198
Barnet,19147,0.3250192
Barnet,19148,0.32248488
Barnet,19149,0.3840032
Barnet,19150,0.32400176
Barnet,19151,0.38313076
Barnet,19152,0.38183528
Barnet,19153,0.3588035
Barnet,19154,0.35956177
Barnet,19155,0.3586041
Barnet,19156,0.3514502
Barnet,19159,0.36340052
Barnet,19160,0.34562945
Barnet,19163,0.34268445
Barnet,19164,0.34080875
Barnet,19165,0.34825087
Barnet,19166,0.34616947
Barnet,19167,0.29726464
Barnet,19168,0.29698536
Barnet,19169,0.31670684
Barnet,19170,0.3149969
Barnet,19171,0.6586417
Barnet,19172,0.6579774
Barnet,19173,0.6938436
Barnet,19174,0.69499147
Barnet,19175,0.7142656
Barnet,19176,0.7089942
Barnet,19215,0.42469078
Barnet,19216,0.42980194
Barnet,19264,0.38170323
Barnet,19541,0.7055389
Barnet,19606,0.67873746
Barnet,19607,0.5977285
Barnet,19608,0.7131142
Barnet,19609,0.701124
Barnet,19610,0.70616394
Barnet,19611,0.46697277
Barnet,19612,0.4391687
Barnet,19613,0.50384927
Barnet,19614,0.57836604
Barnet,19615,0.6139598
Barnet,19616,0.60831773
Barnet,20145,0.72647935
Barnet,20146,0.72433364
Barnet,20282,0.68023366
Barnet,20313,0.7691538
Barnet,20363,0.38413036
Barnet,20364,0.38806245
Barnet,20424,0.43171328
Barnet,20498,0.53346914
Barnet,2071,0.6193203
Barnet,2072,0.6556865
Barnet,20800,0.6696016
Barnet,20857,0.5862844
Barnet,20858,0.5171237
Barnet,20859,0.5181482
Barnet,20860,0.5245606
Barnet,20861,0.42979315
Barnet,20862,0.42976055
Barnet,20863,0.38128275
Barnet,20864,0.3577063
Barnet,20865,0.3682251
Barnet,20866,0.34876955
Barnet,20909,0.45943362
Barnet,20910,0.45038763
Barnet,20928,0.67053854
Barnet,20929,0.6692379
Barnet,2294,0.55044484
Barnet,2295,0.53114945
Barnet,2297,0.7479119
Barnet,2298,0.7320813
Barnet,2299,0.7308042
Barnet,23435,0.4756727
Barnet,25027,0.63194454
Barnet,25042,0.56925106
Barnet,25043,0.60709625
Barnet,25044,0.5062496
Barnet,25045,0.5384062
Barnet,25046,0.52462345
Barnet,25048,0.5316533
Barnet,25072,0.60959786
Barnet,25080,0.48416746
Barnet,25102,0.60844135
Barnet,25118,0.6423157
Barnet,25841,0.56073564
Barnet,25842,0.5842207
Barnet,25964,0.3676713
Barnet,25965,0.38710934
Barnet,25966,0.37881216
Barnet,25967,0.5102684
Barnet,25968,0.4961887
Barnet,25975,0.7693332
Barnet,26154,0.5165693
Barnet,26155,0.5091954
Barnet,26156,0.4588419
Barnet,26157,0.41696543
Barnet,26158,0.57687575
Barnet,26159,0.6033423
Barnet,26160,0.5936676
Barnet,26161,0.56810856
Barnet,26163,0.54440045
Barnet,26165,0.36800605
Barnet,26166,0.35741544
Barnet,26167,0.3951037
Barnet,26168,0.37951377
Barnet,26169,0.30280173
Barnet,26170,0.3001862
Barnet,26171,0.30001184
Barnet,26172,0.29939088
Barnet,26173,0.33598822
Barnet,26174,0.33731532
Barnet,26196,0.5321889
Barnet,26200,0.69361055
Barnet,26202,0.7187221
Barnet,26484,0.5106278
Barnet,2664,0.52285266
Barnet,26884,0.6692115
Barnet,26886,0.44666642
Barnet,26985,0.5685256
Barnet,26986,0.5667398
Barnet,27454,0.6837267
Barnet,27455,0.626806
Barnet,27459,0.50687784
Barnet,27476,0.8096097
Barnet,27477,0.8403287
Barnet,27559,0.5987929
Barnet,27562,0.43004707
Barnet,27563,0.5533151
Barnet,2758,0.75643194
Barnet,2759,0.74156314
Barnet,27596,0.47147772
Barnet,27597,0.40812936
Barnet,27598,0.3450966
Barnet,27599,0.34814245
Barnet,2760,0.7524841
Barnet,2761,0.7482881
Barnet,27625,0.6150615
Barnet,2763,0.7425758
Barnet,2764,0.72841406
Barnet,2765,0.6990459
Barnet,2766,0.66275525
Barnet,2767,0.73599696
Barnet,2768,0.64607656
Barnet,2770,0.7147081
Barnet,2771,0.7706954
Barnet,2773,0.6368752
Barnet,2774,0.6132112
Barnet,2775,0.7169264
Barnet,2776,0.7318172
Barnet,27781,0.5616584
Barnet,27787,0.6674636
Barnet,27880,0.6534633
Barnet,27912,0.51891583
Barnet,2795,0.49219036
Barnet,2796,0.5032492
Barnet,27971,0.6096758
Barnet,2799,0.72867614
Barnet,2800,0.6270158
Barnet,2801,0.7076738
Barnet,28900,0.6745083
Barnet,29171,0.40551746
Barnet,29295,0.3598963
Barnet,29581,0.62066025
Barnet,29600,0.62119263
Barnet,29699,0.6166549
Barnet,2970,0.6894536
Barnet,29701,0.5842619
Barnet,29704,0.5032342
Barnet,29705,0.45224229
Barnet,29706,0.4941448
Barnet,29707,0.42458194
Barnet,29708,0.4285404
Barnet,29709,0.43994218
Barnet,2971,0.6700504
Barnet,29710,0.48675346
Barnet,29711,0.4891417
Barnet,29712,0.3674618
Barnet,29713,0.44651407
Barnet,29714,0.3778704
Barnet,29715,0.49039873
Barnet,29716,0.4810677
Barnet,2972,0.6277788
Barnet,2976,0.6439898
Barnet,2978,0.61667734
Barnet,2982,0.66122764
Barnet,29833,0.5399271
Barnet,29834,0.64835083
Barnet,2990,0.6243567
Barnet,29919,0.7264312
Barnet,3193,0.59626085
Barnet,3195,0.6354731
Barnet,3196,0.6357394
Barnet,3295,0.7210266
Barnet,33152,0.5306673
Barnet,33333,0.5421368
Barnet,33334,0.5684909
Barnet,33355,0.6378568
