borough,STOPCODE,alpha
Bromley,20716,0.57110685
Bromley,20750,0.6057426
Bromley,20836,0.45903537
Bromley,20837,0.48742405
Bromley,20914,0.48589027
Bromley,20915,0.45497692
Bromley,20979,0.60027885
Bromley,20980,0.53408563
Bromley,20981,0.5259919
Bromley,2128,0.6474774
Bromley,2131,0.68036294
Bromley,21529,0.4521439
Bromley,21558,0.603356
Bromley,22398,0.5122079
Bromley,24135,0.45398796
Bromley,24843,0.49555716
Bromley,24961,0.48570865
Bromley,25115,0.39557427
Bromley,25271,0.5109481
Bromley,25272,0.503161
Bromley,25282,0.40557232
Bromley,25288,0.46846795
Bromley,25289,0.48277003
Bromley,25371,0.4747748
Bromley,25372,0.47330147
Bromley,25373,0.48445922
Bromley,25374,0.48418736
Bromley,25375,0.4827478
Bromley,25376,0.47608343
Bromley,25472,0.43777528
Bromley,25959,0.53506243
Bromley,25960,0.52419776
Bromley,26124,0.3790511
Bromley,26125,0.43444264
Bromley,26126,0.46624836
Bromley,26127,0.44694114
Bromley,26128,0.4752186
Bromley,26129,0.45802695
Bromley,26130,0.41610432
Bromley,26131,0.3901967
Bromley,26132,0.41622588
Bromley,26133,0.46881315
Bromley,26134,0.509168
Bromley,26136,0.53073704
Bromley,26137,0.52063155
Bromley,26138,0.5365555
Bromley,26139,0.56054586
Bromley,26140,0.49859276
Bromley,26141,0.5604017
Bromley,26142,0.5624458
Bromley,26143,0.57718295
Bromley,26906,0.41263905
Bromley,26907,0.41351992
Bromley,26908,0.41422376
Bromley,26909,0.5296541
Bromley,26910,0.5585026
Bromley,26911,0.5640851
Bromley,26912,0.564474
Bromley,26914,0.46134752
Bromley,26915,0.47146574
Bromley,26920,0.4826624
Bromley,26922,0.45424303
Bromley,26923,0.46782905
Bromley,26924,0.51913625
Bromley,26925,0.5215371
Bromley,26926,0.52568686
Bromley,26927,0.5214451
Bromley,26965,0.51389307
Bromley,26966,0.5170532
Bromley,26994,0.5045746
Bromley,27556,0.581114
Bromley,27557,0.60601455
Bromley,27601,0.38101986
Bromley,27602,0.28526565
Bromley,27603,0.33736148
Bromley,27604,0.3696647
Bromley,27605,0.2990776
Bromley,27606,0.5715752
Bromley,27612,0.26489168
Bromley,27732,0.3677975
Bromley,27733,0.31598842
Bromley,27780,0.5126603
Bromley,27850,0.51993537
Bromley,27955,0.43054095
Bromley,27956,0.44274566
Bromley,27957,0.48914152
Bromley,27961,0.52025133
Bromley,27962,0.39607048
Bromley,28146,0.44655922
Bromley,28147,0.48155826
Bromley,28770,0.35978812
Bromley,28771,0.35951623
Bromley,28772,0.4288958
Bromley,29841,0.4870696
Bromley,30011,0.45112583
Bromley,30012,0.45202893
Bromley,31173,0.49162522
Bromley,31250,0.40654323
Bromley,31326,0.50331444
Bromley,31327,0.50068855
Bromley,3231,0.34626335
Bromley,33144,0.5748423
Bromley,33221,0.5687166
Bromley,33222,0.56933755
Bromley,33223,0.48922443
Bromley,33224,0.5078093
Bromley,33225,0.48184544
Bromley,33226,0.4657034
Bromley,33227,0.45398068
Bromley,33228,0.4360487
Bromley,33229,0.4138756
Bromley,33230,0.3580626
Bromley,33231,0.35610604
Bromley,33313,0.5007947
Bromley,33726,0.49304208
Bromley,33842,0.5387743
Bromley,34256,0.47809735
Bromley,34271,0.46262914
Bromley,34272,0.572027
Bromley,34273,0.5650453
Bromley,34274,0.6010039
Bromley,34275,0.5588382
Bromley,34276,0.47824225
Bromley,34698,0.5109373
Bromley,35033,0.32713363
Bromley,35572,0.57481784
Bromley,35670,0.5342686
Bromley,35743,0.55678654
Bromley,3619,0.46552733
Bromley,36645,0.42883447
Bromley,36646,0.4538484
Bromley,36951,0.60033053
Bromley,36953,0.6029484
Bromley,37087,0.59796435
Bromley,37346,0.54920083
Bromley,37348,0.4995154
Bromley,37350,0.41697648
Bromley,37351,0.454038
Bromley,37359,0.42654052
Bromley,3911,0.51438403
Bromley,3912,0.53015846
Bromley,3922,0.4311032
Bromley,3923,0.40837252
Bromley,3924,0.459602
Bromley,40060,0.4473047
Bromley,40105,0.62759167
Bromley,40106,0.62393254
Bromley,40107,0.6128417
Bromley,40118,0.43701634
Bromley,40119,0.48742163
Bromley,40120,0.38388777
Bromley,40121,0.41256297
Bromley,40122,0.43704423
Bromley,40123,0.5397261
Bromley,40124,0.43065393
Bromley,40125,0.41075855
Bromley,40126,0.40595418
Bromley,40130,0.32062802
Bromley,40131,0.28758717
Bromley,40132,0.28170222
Bromley,40133,0.28783607
Bromley,40134,0.28832594
Bromley,40135,0.29647067
Bromley,40136,0.29596353
Bromley,40137,0.29731902
Bromley,40139,0.2772124
Bromley,40140,0.2963823
Bromley,40141,0.31919414
Bromley,40142,0.29950848
Bromley,40143,0.30394223
Bromley,40144,0.30365312
Bromley,40145,0.30526575
Bromley,40146,0.30582654
Bromley,40147,0.35342017
Bromley,40148,0.37379682
Bromley,40149,0.3944775
Bromley,40150,0.38084626
Bromley,40151,0.39453307
Bromley,40152,0.3783812
Bromley,40153,0.36258477
Bromley,40154,0.33691788
Bromley,40155,0.3205431
Bromley,40156,0.30402625
Bromley,40157,0.30300936
Bromley,40158,0.3025232
Bromley,40159,0.28682107
Bromley,40162,0.3020396
Bromley,40163,0.3695408
Bromley,40164,0.39600748
Bromley,40165,0.3818689
Bromley,40166,0.33411762
Bromley,40167,0.3165629
Bromley,40168,0.32217002
Bromley,40169,0.3426412
Bromley,40170,0.39166424
Bromley,40171,0.3756256
Bromley,40172,0.3146225
Bromley,40173,0.31993216
Bromley,40174,0.36206248
Bromley,40175,0.39491785
Bromley,40176,0.3883559
Bromley,40178,0.36259145
Bromley,40188,0.43613783
Bromley,40189,0.4161296
Bromley,40190,0.40478924
Bromley,40191,0.34959194
Bromley,40192,0.316311
Bromley,40193,0.43956834
Bromley,40196,0.38410458
Bromley,40197,0.42015108
Bromley,40198,0.3242944
Bromley,40199,0.31411377
Bromley,40201,0.35776404
Bromley,40202,0.3435642
Bromley,40207,0.53452843
Bromley,40208,0.5188423
Bromley,40209,0.4801968
Bromley,40210,0.48259026
Bromley,40211,0.5251048
Bromley,40212,0.51771516
Bromley,40213,0.43088067
Bromley,40214,0.4344819
Bromley,40223,0.2555836
Bromley,40224,0.35601044
Bromley,40225,0.2876791
Bromley,40232,0.53903085
Bromley,40233,0.4572746
Bromley,40236,0.5801697
Bromley,40237,0.50200415
Bromley,40238,0.45419204
Bromley,40239,0.34614724
Bromley,40240,0.4181948
Bromley,40241,0.4207876
Bromley,40242,0.41286942
Bromley,40243,0.42148843
Bromley,40244,0.43171164
Bromley,40245,0.42429584
Bromley,40250,0.42295796
Bromley,40251,0.44091523
Bromley,4074,0.5212936
Bromley,4075,0.45399898
Bromley,4083,0.44670305
Bromley,43011,0.5150499
Bromley,43015,0.61910695
Bromley,4783,0.66879314
Bromley,6560,0.50669783
Bromley,6561,0.5833285
Bromley,6580,0.5197867
Bromley,6581,0.5745539
Bromley,6582,0.58553654
Bromley,6587,0.6040106
Bromley,6593,0.60673183
Bromley,6594,0.583526
Bromley,6595,0.6060311
Bromley,6599,0.6195884
Bromley,6601,0.58707774
Bromley,6602,0.58665466
Bromley,7722,0.4611867
Bromley,7723,0.46716857
Bromley,8204,0.41296697
Bromley,8239,0.3992649
Bromley,9350,0.5339802
Bromley,9470,0.50047195
Bromley,9471,0.50054353
Bromley,975,0.6342921
Bromley,BP013,0.43627322
Bromley,BP014,0.40786248
Bromley,BP056,0.5928624
Bromley,BP087,0.53555787
Bromley,BP1026,0.51399964
Bromley,BP1028,0.51043165
Bromley,BP1096,0.24681775
Bromley,BP1160,0.6360981
Bromley,BP1161,0.63740593
Bromley,BP1162,0.48736137
Bromley,BP1163,0.48689833
Bromley,BP1164,0.46264127
Bromley,BP1228,0.47487435
Bromley,BP1238,0.47608024
Bromley,BP1239,0.5737138
Bromley,BP1240,0.58525884
Bromley,BP1241,0.5594478
Bromley,BP1242,0.574493
Bromley,BP1243,0.50752306
Bromley,BP1244,0.47592953
Bromley,BP1246,0.46116388
Bromley,BP1247,0.42622417
Bromley,BP1248,0.33096096
Bromley,BP1249,0.36342856
Bromley,BP1250,0.39831161
Bromley,BP1253,0.36897087
Bromley,BP1254,0.4429398
Bromley,BP1255,0.5323959
Bromley,BP1294,0.49655175
Bromley,BP1321,0.3272765
Bromley,BP1341,0.3544186
Bromley,BP1342,0.45537838
Bromley,BP1343,0.4437691
Bromley,BP1348,0.3802897
Bromley,BP136,0.57049614
Bromley,BP139,0.487003
Bromley,BP142,0.48921096
Bromley,BP1457,0.3511785
Bromley,BP1458,0.36653656
Bromley,BP1459,0.41308168
Bromley,BP1460,0.36316767
Bromley,BP166,0.4560083
Bromley,BP1681,0.56920433
Bromley,BP2030,0.41304094
Bromley,BP2031,0.47699392
Bromley,BP2032,0.50904924
Bromley,BP2033,0.47644213
Bromley,BP2034,0.4766117
Bromley,BP2035,0.5282267
Bromley,BP2036,0.4871741
Bromley,BP2039,0.47586396
Bromley,BP2040,0.47770974
Bromley,BP2041,0.5036504
Bromley,BP2042,0.41259286
Bromley,BP2049,0.4792511
Bromley,BP2050,0.47789404
Bromley,BP2051,0.39756873
Bromley,BP210,0.6630132
Bromley,BP2185,0.50241566
Bromley,BP2186,0.49904624
Bromley,BP2187,0.45870575
Bromley,BP2188,0.43955186
Bromley,BP2189,0.43947458
Bromley,BP2190,0.49323475
Bromley,BP2191,0.48796204
Bromley,BP2192,0.50568336
Bromley,BP2193,0.5372083
Bromley,BP2194,0.5514226
Bromley,BP2195,0.57764053
Bromley,BP2196,0.57347554
Bromley,BP2197,0.5754642
Bromley,BP2199,0.6039315
Bromley,BP2201,0.56825256
Bromley,BP2202,0.5791286
Bromley,BP2203,0.5640333
Bromley,BP2204,0.33431852
Bromley,BP2205,0.33474764
Bromley,BP2212,0.49537864
Bromley,BP2213,0.49124023
Bromley,BP2214,0.32270136
Bromley,BP2215,0.2978683
Bromley,BP2216,0.3082864
Bromley,BP2217,0.31575856
Bromley,BP2218,0.3382966
Bromley,BP2220,0.4868884
Bromley,BP2221,0.49230042
Bromley,BP2222,0.47982985
Bromley,BP2223,0.4751792
Bromley,BP2224,0.48689416
Bromley,BP2225,0.48088202
Bromley,BP2226,0.47372785
Bromley,BP2227,0.49818408
Bromley,BP2229,0.48231113
Bromley,BP2230,0.45221543
Bromley,BP2231,0.44377115
Bromley,BP2232,0.44801703
Bromley,BP2233,0.48557055
Bromley,BP2234,0.4858766
Bromley,BP2235,0.48621055
Bromley,BP2236,0.5049208
Bromley,BP2237,0.4515655
Bromley,BP2238,0.47244135
Bromley,BP2239,0.46273795
Bromley,BP2240,0.43387353
Bromley,BP2258,0.45167688
Bromley,BP2286,0.30122393
Bromley,BP2287,0.48823935
Bromley,BP2288,0.49197394
Bromley,BP2289,0.39437217
Bromley,BP2290,0.38163653
Bromley,BP2291,0.36287138
Bromley,BP2292,0.39072758
Bromley,BP2293,0.50200534
Bromley,BP2294,0.48786685
Bromley,BP2381,0.4422382
Bromley,BP2403,0.47806802
Bromley,BP2404,0.47782806
Bromley,BP2541,0.5851766
Bromley,BP2542,0.58419013
Bromley,BP2543,0.590707
Bromley,BP2544,0.5851149
Bromley,BP2553,0.66596085
Bromley,BP2554,0.62316626
Bromley,BP2707,0.46847495
Bromley,BP2708,0.45617315
Bromley,BP2709,0.4614424
Bromley,BP2710,0.44852006
Bromley,BP2711,0.43909392
Bromley,BP2712,0.4674417
Bromley,BP2713,0.46317536
Bromley,BP2714,0.45329615
Bromley,BP2760,0.5915029
Bromley,BP2837,0.43939143
Bromley,BP2838,0.39322576
Bromley,BP2839,0.3935582
Bromley,BP2840,0.44616023
Bromley,BP2841,0.44289863
Bromley,BP2842,0.3930062
Bromley,BP2843,0.3514971
Bromley,BP2844,0.3515131
Bromley,BP2869,0.4976478
Bromley,BP2870,0.500303
Bromley,BP2871,0.46914715
Bromley,BP2872,0.43564892
Bromley,BP2873,0.42564192
Bromley,BP2874,0.4148397
Bromley,BP2875,0.44711334
Bromley,BP2876,0.45644242
Bromley,BP2877,0.46644798
Bromley,BP2878,0.4664733
Bromley,BP2879,0.5017262
Bromley,BP2880,0.37671286
Bromley,BP2881,0.4056618
Bromley,BP2882,0.45267332
Bromley,BP2883,0.4465696
Bromley,BP2884,0.39471743
Bromley,BP2885,0.43334135
Bromley,BP2886,0.42221877
Bromley,BP2896,0.45470515
Bromley,BP2998,0.4192654
Bromley,BP2999,0.40804797
Bromley,BP3000,0.42546314
Bromley,BP3001,0.41633528
Bromley,BP3002,0.42190576
Bromley,BP3003,0.42046753
Bromley,BP3004,0.5284728
Bromley,BP3005,0.50733256
Bromley,BP3006,0.54487735
Bromley,BP3007,0.52833277
Bromley,BP3008,0.39144742
Bromley,BP3009,0.4203972
Bromley,BP3010,0.4165
Bromley,BP3011,0.41696033
Bromley,BP3012,0.42560223
Bromley,BP3233,0.5038146
Bromley,BP3234,0.5032482
Bromley,BP3235,0.4179833
Bromley,BP3237,0.4431147
Bromley,BP3238,0.5293416
Bromley,BP3239,0.44850984
Bromley,BP3240,0.45594373
Bromley,BP3241,0.34791636
Bromley,BP3242,0.34813842
Bromley,BP3243,0.34534368
Bromley,BP3244,0.36118218
Bromley,BP3288,0.3778525
Bromley,BP3303,0.34745744
Bromley,BP3336,0.44795954
Bromley,BP3337,0.4263659
Bromley,BP3338,0.36290032
Bromley,BP3339,0.36819702
Bromley,BP3340,0.44660935
Bromley,BP3341,0.44677958
Bromley,BP3343,0.48130274
Bromley,BP3470,0.43322283
Bromley,BP3471,0.46547088
Bromley,BP3495,0.4298356
Bromley,BP3496,0.4278716
Bromley,BP3562,0.40284026
Bromley,BP3680,0.39581817
Bromley,BP3690,0.5706969
Bromley,BP3694,0.5706727
Bromley,BP3992,0.5326557
Bromley,BP3993,0.5119927
Bromley,BP3994,0.51097906
Bromley,BP3995,0.51198643
Bromley,BP3996,0.545372
Bromley,BP3997,0.5479679
Bromley,BP3998,0.26563376
Bromley,BP3999,0.27775458
Bromley,BP4000,0.35871482
Bromley,BP4001,0.3437305
Bromley,BP4003,0.4893322
Bromley,BP4004,0.4909606
Bromley,BP4005,0.34687835
Bromley,BP4006,0.3815945
Bromley,BP4007,0.4086294
Bromley,BP4008,0.41315752
Bromley,BP4009,0.41079915
Bromley,BP4010,0.41054448
Bromley,BP4011,0.40204164
Bromley,BP4012,0.37566072
Bromley,BP4014,0.41158676
Bromley,BP4015,0.364199
Bromley,BP4016,0.37228087
Bromley,BP4017,0.3907154
Bromley,BP4018,0.39145344
Bromley,BP4019,0.3900232
Bromley,BP4020,0.49571505
Bromley,BP4021,0.49890175
Bromley,BP4022,0.5089764
Bromley,BP4023,0.54288274
Bromley,BP4024,0.5409372
Bromley,BP4025,0.4587393
Bromley,BP4026,0.44504562
Bromley,BP4027,0.44630697
Bromley,BP4028,0.44149286
Bromley,BP4029,0.44042325
Bromley,BP4030,0.45085922
Bromley,BP4031,0.38538918
Bromley,BP4032,0.4654313
Bromley,BP4033,0.37586507
Bromley,BP4034,0.37967268
Bromley,BP4035,0.3373537
Bromley,BP4036,0.31852776
Bromley,BP4037,0.32906294
Bromley,BP4038,0.3777719
Bromley,BP4039,0.34635913
Bromley,BP4040,0.44550046
Bromley,BP4041,0.46613935
Bromley,BP4094,0.5815014
Bromley,BP4126,0.42730233
Bromley,BP4129,0.37187502
Bromley,BP4131,0.3546687
Bromley,BP4132,0.39620456
Bromley,BP4133,0.3531488
Bromley,BP4134,0.39692047
Bromley,BP4136,0.42809063
Bromley,BP4137,0.48427367
Bromley,BP4138,0.47180554
Bromley,BP4139,0.42643777
Bromley,BP4140,0.41636413
Bromley,BP4141,0.4324452
Bromley,BP4142,0.43243048
Bromley,BP4143,0.42889434
Bromley,BP4144,0.41935906
Bromley,BP4145,0.42053244
Bromley,BP4146,0.42803383
Bromley,BP4147,0.40057623
Bromley,BP4148,0.387484
Bromley,BP4149,0.36653054
Bromley,BP4150,0.3058553
Bromley,BP4151,0.4019022
Bromley,BP4152,0.38349545
Bromley,BP4153,0.3842504
Bromley,BP4155,0.38234952
Bromley,BP4183,0.40677607
Bromley,BP4192,0.43955147
Bromley,BP4209,0.3520423
Bromley,BP4210,0.5275708
Bromley,BP4315,0.30591926
Bromley,BP4332,0.523512
Bromley,BP4333,0.53307146
Bromley,BP4341,0.4255198
Bromley,BP4357,0.44310626
Bromley,BP4394,0.40845442
Bromley,BP4395,0.38955495
Bromley,BP4422,0.550485
Bromley,BP4423,0.55004334
Bromley,BP4424,0.3588072
Bromley,BP4433,0.362101
Bromley,BP4434,0.30646783
Bromley,BP4435,0.3351468
Bromley,BP4440,0.36309266
Bromley,BP4441,0.3701868
Bromley,BP4442,0.36997935
Bromley,BP4443,0.34888938
Bromley,BP4444,0.3179675
Bromley,BP4445,0.30578753
Bromley,BP4446,0.37859902
Bromley,BP4447,0.40888372
Bromley,BP4448,0.40041515
Bromley,BP4449,0.3774876
Bromley,BP4450,0.30866998
Bromley,BP4451,0.31888586
Bromley,BP4452,0.3682388
Bromley,BP4453,0.40039885
Bromley,BP4454,0.40885642
Bromley,BP4455,0.3783622
Bromley,BP4456,0.37421942
Bromley,BP4488,0.31525204
Bromley,BP4616,0.48545286
Bromley,BP4868,0.47664234
Bromley,BP4964,0.43346012
Bromley,BP5182,0.4078922
Bromley,BP5306,0.47288793
Bromley,BP5435,0.40922675
Bromley,BP5436,0.47385994
Bromley,BP5437,0.39818713
Bromley,BP5438,0.4522147
Bromley,BP5439,0.45275465
Bromley,BP5440,0.40631735
Bromley,BP5555,0.51919866
Bromley,BP5556,0.51905566
Bromley,BP5873,0.62368006
Bromley,BP5874,0.6246203
Bromley,BP596,0.4120454
Bromley,BP597,0.4577695
Bromley,BP598,0.44826725
Bromley,BP6023,0.25402677
Bromley,BP6146,0.45145747
Bromley,BP6147,0.50610113
Bromley,BP6148,0.3963619
Bromley,BP6156,0.4955024
Bromley,BP6183,0.33575502
Bromley,BP6184,0.3170306
Bromley,BP6185,0.31744632
Bromley,BP6187,0.29802048
Bromley,BP6188,0.2864048
Bromley,BP6189,0.31331688
Bromley,BP6190,0.31430367
Bromley,BP6191,0.30276287
Bromley,BP6192,0.32202888
Bromley,BP6193,0.33327043
Bromley,BP6203,0.39000964
Bromley,BP6204,0.37506577
Bromley,BP6214,0.3474755
Bromley,BP6215,0.35876092
Bromley,BP6292,0.2996999
Bromley,BP646,0.35831589
Bromley,BP649,0.40553468
Bromley,BP650,0.51333135
Bromley,BP671,0.5909439
Bromley,BP691,0.40598613
Bromley,BP692,0.4230671
Bromley,BP693,0.40156502
Bromley,BP694,0.40820262
Bromley,BP695,0.37319076
Bromley,BP696,0.37215543
Bromley,BP697,0.40138313
Bromley,BP699,0.35262033
Bromley,BP700,0.3609948
Bromley,BP701,0.42001995
Bromley,BP702,0.41093504
Bromley,BP703,0.40122336
Bromley,BP704,0.41370204
Bromley,BP705,0.4105356
Bromley,BP706,0.39063948
Bromley,BP707,0.4000284
Bromley,BP708,0.41572627
Bromley,BP710,0.41356227
Bromley,BP711,0.38801062
Bromley,BP712,0.4670624
Bromley,BP713,0.46414214
Bromley,BP714,0.33209288
Bromley,BP715,0.35298604
Bromley,BP732,0.36777204
Bromley,BP733,0.4340194
Bromley,BP734,0.39090303
Bromley,BP792,0.51115584
Bromley,BP793,0.49556774
Bromley,BP794,0.50878465
Bromley,BP795,0.46170768
Bromley,BP796,0.48148623
Bromley,BP797,0.4654577
Bromley,BP798,0.4806081
Bromley,BP799,0.46635863
Bromley,BP800,0.5105263
Bromley,BP801,0.4014165
Bromley,BP802,0.41963795
Bromley,BP803,0.46412972
Bromley,BP806,0.46511635
Bromley,BP807,0.48089856
Bromley,BP810,0.49455371
Bromley,BP811,0.5318463
Bromley,BP847,0.6777075
Bromley,HC13,0.38757735
Bromley,HC190,0.45345062
Bromley,HC191,0.31521183
Bromley,HC192,0.3921007
Bromley,HC270,0.31007266
Bromley,HC271,0.35327715
Bromley,HC272,0.29134724
Bromley,HC275,0.3024679
Bromley,HC276,0.4292966
Bromley,HC277,0.37127987
Bromley,HC278,0.2880275
Bromley,HC419,0.3996783
Bromley,HC420,0.4284804
Bromley,HC421,0.42019436
Bromley,HC422,0.23213668
Bromley,HC423,0.23219721
Bromley,HC424,0.35073683
Bromley,HC425,0.43732658
Bromley,HC426,0.39452577
Bromley,HC427,0.4335447
Bromley,HC428,0.44900838
Bromley,HC429,0.44273844
Bromley,HC430,0.44305578
Bromley,HC431,0.43707258
Bromley,HC432,0.44331852
Bromley,HC433,0.438078
Bromley,HC434,0.43545765
Bromley,HC435,0.3437348
Bromley,HC436,0.42980874
Bromley,HC438,0.4114123
Bromley,HC439,0.38654268
Bromley,HC441,0.3827961
Bromley,HC442,0.38411024
Bromley,HC443,0.37837464
Bromley,HC444,0.37969443
Bromley,HC445,0.42783436
Bromley,HC446,0.41709626
Bromley,HC447,0.41382104
Bromley,HC448,0.44998157
Bromley,HC449,0.3993832
Bromley,HC450,0.38273534
Bromley,HC451,0.47159302
Bromley,HC452,0.4119604
Bromley,HC453,0.49768877
Bromley,HC454,0.46481147
Bromley,HC455,0.5071678
Bromley,HC456,0.51105595
Bromley,HC457,0.46795896
Bromley,HC458,0.4973278
Bromley,HC459,0.46717754
Bromley,HC494,0.29879388
Bromley,HC495,0.3134321
Bromley,HC496,0.31238738
Bromley,HC497,0.3075895
Bromley,HC498,0.314643
Bromley,HC499,0.21980712
Bromley,HC500,0.22255577
Bromley,HC524,0.24935442
Bromley,HC526,0.26749948
Bromley,HC528,0.3194382
Bromley,HC53,0.41034502
Bromley,HC530,0.32808363
Bromley,HC531,0.24861817
Bromley,HC532,0.32034838
Bromley,HC533,0.25939006
Bromley,HC534,0.24752177
Bromley,HC535,0.30605206
Bromley,HC536,0.25380132
Bromley,HC537,0.31640172
Bromley,HC538,0.23110452
Bromley,HC539,0.32433102
Bromley,HC540,0.21298681
Bromley,HC541,0.3160983
Bromley,HC542,0.22270872
Bromley,HC543,0.2426121
Bromley,HC544,0.23173137
Bromley,HC545,0.22540171
Bromley,HC546,0.2530162
Bromley,HC547,0.20755236
Bromley,HC548,0.21514417
Bromley,HC549,0.2225308
Bromley,HC550,0.2425646
Bromley,HC611,0.37509528
Bromley,HC612,0.2313708
Bromley,HC613,0.23141125
Bromley,HC614,0.23200668
Bromley,HC615,0.19386038
Bromley,HC616,0.19894175
Bromley,HC618,0.21161672
Bromley,HC620,0.26224864
Bromley,HC621,0.24534269
Bromley,HC622,0.33563307
Bromley,HC623,0.2819122
Bromley,HC624,0.28685883
Bromley,HC626,0.2646721
Bromley,HC627,0.25772664
Bromley,HC628,0.29981494
Bromley,HC629,0.25843957
Bromley,HC630,0.32638127
Bromley,HC8,0.26539108
Bromley,HC9,0.39670593
Bromley,OC534,0.43567282
Bromley,OC535,0.25694537
Bromley,OC536,0.4076961
Bromley,OC537,0.20939897
Bromley,OC539,0.244071
Bromley,OC542,0.30768776
Bromley,OC543,0.29662266
Bromley,OC544,0.24438588
Bromley,OC547,0.25118664
Bromley,OC548,0.24660078
Bromley,OC549,0.2731279
Bromley,OC551,0.3244839
Bromley,OC552,0.36527634
Bromley,OC553,0.33228818
Bromley,OC557,0.4714485
Bromley,OC558,0.46910155
Bromley,OC559,0.42449385
Bromley,OC560,0.46434954
Bromley,OC561,0.38695306
Bromley,OC562,0.3912854
Bromley,OC563,0.44581383
Bromley,OC564,0.4564513
Bromley,OC565,0.4008517
Bromley,OC579,0.41688415
Bromley,OC756,0.26980904
Bromley,OC757,0.37506562
Bromley,OC758,0.3998211
Bromley,OC759,0.39927733
Bromley,OC760,0.40366185
Bromley,OC761,0.40006855
Bromley,OC762,0.42884204
Bromley,OC768,0.34530655
Bromley,OC770,0.23139428
Bromley,OC771,0.31822518
Bromley,OC772,0.31800228
Bromley,OC774,0.25710592
Bromley,OC776,0.25186136
Bromley,OC777,0.31911245
Bromley,OC779,0.25504276
Bromley,OC780,0.4424436
Bromley,OC783,0.36486486
Bromley,OC784,0.35398155
Bromley,OC787,0.3544831
Bromley,OC789,0.34642965
Bromley,OC816,0.4340336
Bromley,OC818,0.44210833
Bromley,OC819,0.47225425
Bromley,OC820,0.49169064
Bromley,OC822,0.44108373
Bromley,OC947,0.5211462
Bromley,OC948,0.500419
Bromley,OC949,0.46022326
Bromley,OC969,0.27682638
Bromley,OC970,0.3446428
Bromley,OC971,0.4672095
Bromley,OC974,0.36133558
Bromley,R0388,0.5150524
Bromley,R0389,0.3831425
Bromley,R0392,0.21164812
Bromley,R0393,0.32285008
Bromley,R0394,0.45672706
Bromley,R0395,0.37144414
Bromley,R0396,0.49032366
Bromley,R0397,0.46896833
Bromley,R0398,0.5299356
Bromley,R0405,0.5989579
Bromley,R0416,0.3833126
Bromley,R0501,0.49010193
Bromley,R0504,0.45324638
Bromley,R0507,0.31702793
Bromley,R0509,0.6114001
Bromley,R0512,0.2587498
Bromley,R0514,0.5384391
Bromley,R0516,0.38851315
Bromley,R0517,0.3725302
Bromley,R0520,0.548011
Bromley,R0528,0.4809912
Bromley,R0551,0.5498611
Bromley,R0553,0.5213995
Bromley,R0557,0.4959888
Bromley,R0599,0.5448337
Bromley,R0600,0.5527355
Bromley,R0602,0.42198828
Bromley,R0603,0.41454166
Bromley,R0604,0.31023479
Bromley,R0605,0.30710953
Bromley,R0606,0.43932855
Bromley,R0608,0.5506092
Bromley,R0611,0.49208346
Bromley,R0612,0.4905224
Bromley,R0613,0.31877843
Bromley,R0614,0.34729347
Bromley,R0615,0.5822862
Bromley,R0664,0.30910885
Bromley,R0775,0.6464663
Bromley,R0776,0.61991036
Bromley,R0777,0.5438498
Bromley,R0778,0.4944849
Bromley,R0783,0.4501832
Bromley,R0859,0.475276
Bromley,R0860,0.58448356
Bromley,R0882,0.48766837
Bromley,R0891,0.47101867
Bromley,R0903,0.5667502
Bromley,R0904,0.33953145
Bromley,R0905,0.4289239
Bromley,19752,0.5921148
Bromley,20813,0.6049661
Bromley,27519,0.6242278
Bromley,6589,0.6261461
Bromley,6915,0.62446254
Bromley,BP041,0.6107765
Bromley,BP042,0.608775
Bromley,BP053,0.6059872
Bromley,BP054,0.61957043
Bromley,BP055,0.62420607
Camden,10365,0.6987538
Camden,10464,0.6677675
Camden,10465,0.6622771
Camden,1057,0.7634641
Camden,1075,0.6931394
Camden,1076,0.68830425
Camden,1078,0.775274
Camden,1103,0.80530417
Camden,113,0.6687846
Camden,11373,0.7562428
Camden,11379,0.7153266
Camden,11383,0.7642087
Camden,11385,0.7164333
Camden,11389,0.7303138
Camden,11391,0.78257304
Camden,11392,0.7772517
Camden,11393,0.74396133
Camden,11394,0.73155195
Camden,11395,0.75453925
Camden,11396,0.73819506
Camden,11399,0.743029
Camden,114,0.64089376
Camden,11400,0.7282811
Camden,11401,0.7012347
Camden,11404,0.7334297
Camden,11405,0.7104988
Camden,11406,0.7192623
Camden,11407,0.670048
Camden,11408,0.70747846
Camden,11409,0.70046216
Camden,11412,0.7120866
Camden,11413,0.70676106
Camden,11427,0.732809
Camden,11428,0.73044395
Camden,11431,0.7249705
Camden,11432,0.73782176
Camden,11435,0.722065
Camden,11436,0.6105327
Camden,11437,0.61693805
Camden,11439,0.6032962
Camden,11440,0.61852294
Camden,11442,0.6372505
Camden,11443,0.68751353
Camden,11444,0.62918866
Camden,11446,0.7350376
Camden,11449,0.7554357
Camden,116,0.663643
Camden,117,0.6471378
Camden,11734,0.7364617
Camden,11767,0.62697107
Camden,11964,0.64309615
Camden,11984,0.7431965
Camden,11986,0.66805625
Camden,11994,0.80513084
Camden,11995,0.7655217
Camden,12009,0.5794109
Camden,12010,0.56871265
Camden,12016,0.60035044
Camden,12017,0.5963197
Camden,12018,0.58538556
