STOPCODE,stop_name,total_boardings,n_route_dir_qhr_rows
46022,CANBURY MEWS,2.23845,154
46023,CANBURY MEWS,40.58151,152
4603,PRIESTS BRIDGE,271.9547,248
4606,BARNES / RED LION,416.40659,272
4607,CHURCH ROAD / RED LION,499.5663,257
4608,LONSDALE ROAD,261.24584,280
4609,LONSDALE ROAD,1024.09246,428
461,ZSL LONDON ZOO,200.78495,80
4610,BRICKLAYER'S ARMS / TOWER BRIDGE ROAD,560.84386,265
4611,OLD FORD ROAD,486.34356,340
4612,BETHNAL GREEN STATION,1543.5141,181
4613,BETHNAL GREEN STATION,1764.48227,509
4614,BARNET GROVE,589.3449,180
4615,BETHNAL GREEN STATION,699.66887,263
4616,GLOBE ROAD,192.38111,184
462,ALBERT TERRACE / LONDON ZOO,145.65762,79
4622,TRAFALGAR AVENUE,1565.83115,448
4627,DEPTFORD BRIDGE STATION,1700.58139,299
4629,LEWISHAM COLLEGE,894.7402,372
4631,MARQUIS OF GRANBY,958.21572,359
4637,HALF ACRE ROAD,559.18971,354
4639,EALING COMMON STATION,1273.96381,201
464,LEIGHAM COURT ROAD,678.05106,363
4643,HIGH STREET NORTH,919.38159,353
4644,HIGH STREET NORTH,1020.05783,278
4645,LITTLE ILFORD LANE,1036.59493,431
4647,FORTIS GREEN,62.22493,96
4651,FAIRLAWN AVENUE,450.61647,200
4653,HIGH ROAD WHETSTONE / ATHENAEUM ROAD,929.38668,328
4655,BOTHWELL STREET,844.87605,498
466,BECMEAD AVENUE,888.05879,366
4662,SHOOTERS HILL ROAD / ACADEMY ROAD,474.38394,348
4663,WEYMAN ROAD,404.51127,251
4664,WEYMAN ROAD,432.92051000000004,252
4670,MIDDLETON ROAD,495.28012,292
4678,GOLDHAWK ROAD / YOUNG'S CORNER,0.43878999999999957,81
468,ST LEONARD'S CHURCH,2940.17451,853
4682,LATYMER COURT,75.80748,269
4683,SCRUBS LANE,249.52697,100
4684,SCRUBS LANE,333.69151,99
469,TOOTING BEC STATION,266.18233,157
4690,NORTH CIRCULAR ROAD,435.37561,266
4691,FARNSWORTH DRIVE,80.06077,83
4692,NORTH CIRCULAR ROAD,212.55283,256
4694,STATION ROAD,273.55204,174
4695,FARNSWORTH DRIVE,176.50050000000002,82
470,TOOTING BEC STATION,456.39353,157
47001,EAST STREET,1735.45702,493
4705,CHILDS HILL / CRICKLEWOOD LANE,124.67486,268
4709,HIGHGATE WOOD,7.104539999999999,99
4710,MUSWELL HILL ROAD,26.11816,98
4711,ALEXANDRA GROVE,217.01414,378
4714,BRECKNOCK ROAD,640.66796,213
4715,NEWINGTON GREEN ROAD / BALLS POND ROAD,285.40865,272
4716,ANGEL STATION,5034.37158,475
4717,TUFNELL PARK STATION,517.69672,200
4720,CAMDEN ROAD,109.63034999999999,173
4725,BRIXTON WATER LANE,710.00336,720
4726,LOUGHBOROUGH ROAD,950.1131,469
4727,LOUGHBOROUGH ROAD,1139.15966,470
4729,STOCKWELL STATION,865.60446,191
4730,ST MARK'S CHURCH,1239.06755,292
4734,OVAL STATION,2117.81765,272
4736,KENNINGTON PARK POST OFFICE,388.52371,288
4738,BROCKWELL PARK GARDENS,77.46034,329
474,STREATHAM COMMON / GREYHOUND LANE,563.35053,422
4741,LOWER MARSH,1005.66596,519
4742,LOWER MARSH,2088.97167,609
4744,COUNTY HALL,347.52961,505
4745,COUNTY HALL,607.78188,255
4747,ASHGROVE ROAD,187.53031000000001,174
4748,ASHGROVE ROAD,181.23792,169
4749,GREEN MAN COMMUNITY HUB,235.71677,343
4750,LEE VALLEY ICE CENTRE,171.99175,202
4752,LEWISHAM PARK,516.05593,621
4759,HIGH ROAD LEYTON / BAKERS ARMS,1377.85478,201
476,ROBSON ROAD / NORWOOD ROAD,5.948239999999999,77
4760,MARKHOUSE ROAD,1219.37574,200
4761,LEYTONSTONE HIGH ROAD / THATCHED HOUSE,307.27112,184
477,SOUTHAMPTON ROW / THEOBALD'S ROAD,739.39665,271
4770,BANK STATION  / QUEEN VICTORIA STREET,8.92658,18
4773,EDGWARE ROAD,209.43141,100
4774,EDGWARE ROAD,893.75325,176
4775,WESTMINSTER REGISTRATION OFFICE,438.31894,273
478,ROBSON ROAD / NORWOOD ROAD,191.43199,75
4783,PENGE / PAWLEYNE ARMS,1278.61696,443
4789,BAKER STREET STATION,582.50343,363
4790,ALBANY STREET,216.71208000000001,96
4796,EUSTON ROAD,55.74587,96
4797,EDGWARE ROAD / PRAED STREET,1441.01376,292
4798,ST JOHN'S WOOD ROAD,295.71797,196
48,SHIRLAND ROAD,220.5963,272
480,THURLOW PARK ROAD,52.191849999999995,155
4803,MARBLE ARCH STATION,1551.56411,422
4804,LORD'S CRICKET GROUND,193.77084,186
4805,MORNINGTON CRESCENT STATION,44.13419,96
4807,HEATHCOTE STREET,226.29484,158
4813,PRINCE ALBERT ROAD / LONDON ZOO,23.74982,96
4816,SHOREDITCH HIGH STREET STATION,373.58568,288
4824,NEW ROAD,1152.66888,285
4825,REGENTS CANAL,405.09812,272
4826,MILE END STATION,837.85378,200
4828,STEPNEY GREEN STATION,569.23716,200
4829,TOWER HILL / TOWER GATEWAY STATION,889.21487,336
4832,MANOR HOUSE STATION,884.17149,277
4833,MANOR HOUSE STATION,2156.0608,173
4836,RIO CINEMA,905.08424,439
4837,TOOTING BROADWAY STATION,1137.51293,400
4838,HARRINGAY GREEN LANES STATION,1804.40523,272
4839,HARRINGAY GREEN LANES STATION,1416.11438,277
484,MORVAL ROAD,422.77130999999997,529
4840,LORDSHIP LANE,1073.78917,355
4842,STONEBRIDGE RD / SEVEN SISTERS STN,802.33729,180
4844,HOE STREET / THE BELL,393.3272,171
485,FLORENCE ROAD,1320.19087,382
4857,PARK HILL,651.4577,362
4858,PUTNEY STATION,543.63382,173
4859,MITCHAM LANE / SOUTHCROFT ROAD,104.88834,148
486,DEPTFORD HIGH STREET,553.55053,380
4860,MITCHAM LANE / SOUTHCROFT ROAD,420.97566,254
4861,PUTNEY ARTS THEATRE,109.48331,166
4864,PUTNEY STATION,707.92212,512
4865,BECMEAD AVENUE,1784.76487,436
4866,QUEEN MARY'S HOSPITAL,517.41314,260
4867,QUEEN MARY'S HOSPITAL,371.65019,266
4868,STREATHAM COMMON / GREYHOUND LANE,449.13237,422
4869,BALHAM STATION,347.89007,253
4870,TOOTING BEC STATION,945.68132,247
4871,BALHAM STATION,1678.78804,328
4872,TOOTING BEC STATION,653.0947600000001,251
4875,BOW FLYOVER,318.71605,478
4876,WOODGRANGE ROAD,1860.82228,519
4880,LITTLE COMMON,29.9365,81
4891,BALAAM STREET,793.88519,341
4892,BALAAM STREET,1196.02099,424
4893,PLAISTOW / PRINCE REGENT LANE,1448.20316,339
4894,WATER LANE / UNIVERSITY OF EAST LONDON,405.80689,348
4896,WATER LANE / UNIVERSITY OF EAST LONDON,1027.59581,279
4897,WARTON ROAD,579.08889,462
490,FRIENDLY STREET,239.28465,175
4900,HYDE PARK CORNER,1893.15294,1128
4906,HYDE PARK CORNER STATION,1152.11347,280
4909,BRONDESBURY STATION,1366.5027,333
4910,BUCKLEY ROAD,702.46123,332
4911,KILBURN STATION,2770.39912,335
4912,SKARDU ROAD,324.79316,342
4913,CRICKLEWOOD BROADWAY / THE CROWN,387.1913,252
4916,MINSTER ROAD,334.30266,338
4917,ST CUTHBERT'S ROAD,179.89704,340
4918,KILBURN STATION,817.83303,341
4919,BUCKLEY ROAD,511.77986,342
4920,BRONDESBURY ROAD,791.5634,179
4925,FOOTSCRAY ROAD / SOUTHWOOD ROAD,100.59073,173
4928,EASTCOTE ROAD,79.12455,185
4945,TOTTENHALL ROAD,1072.87825,344
4946,NORTH CIRCULAR ROAD,218.05072,177
50,CHIPPENHAM ROAD,202.88542,174
500,VAUXHALL CROSS,80.41617,245
501,VAUXHALL CROSS,278.3728,244
509,STOCKWELL GARDENS,339.45884,256
51,CHIPPENHAM ROAD,613.57712,164
517,ST MARK'S CHURCH,1164.58832,462
5176,RYDAL DRIVE,106.11961,170
5178,HARWOODS GARAGE,11.094209999999999,72
51781,LIVAT HAMMERSMITH SHOPPING CENTRE,3005.61562,592
5179,HARWOODS GARAGE,3.748819999999999,72
520,OVAL STATION,777.46189,276
523,LAMBETH NORTH STATION,307.53484,406
526,ARCHWAY STATION,611.2868,212
529,ARCHWAY ROAD / ST JOHN'S WAY,1193.83272,181
53,CLAPTON STATION,737.09833,260
530,ARCHWAY ROAD,67.26136,180
531,KENNINGTON PARK,886.93058,272
532,KENNINGTON PARK,424.62175,273
5333,CRANLEIGH GARDENS,82.30868,75
534,STOCKWELL GARDENS,1799.03712,347
536,ELGIN AVENUE / MAIDA VALE STATION,365.38221,197
538,BLACKFRIARS STATION / NORTH ENTRANCE,168.57321,199
539,LOUGHBOROUGH JUNCTION STATION,465.05198,275
54,CLAPTON STATION,940.39939,261
540,LOUGHBOROUGH JUNCTION STATION,780.36458,356
541,PECKHAM ROAD / SOUTHAMPTON WAY,580.07886,505
542,PECKHAM ROAD / SOUTHAMPTON WAY,1981.30117,667
544,WARREN STREET STN / TOTTENHAM COURT RD,2881.1213,352
548,CLAPHAM NORTH & HIGH STREET STNS,347.20109,442
549,CLAPHAM NORTH & HIGH STREET STNS,212.23426,96
55,HARROW ROAD,205.35788,264
553,WELLINGTON ROAD SOUTH,707.52905,377
5534,CAMBRIDGE GARDENS,261.10449,158
5535,CARTERHATCH LANE,163.82347000000001,154
5536,CARTERHATCH LANE,166.50366,160
5537,HOE LANE,406.32859,159
5538,HOE LANE,99.19995,151
5539,ENFIELD CREMATORIUM,27.17684,149
5540,ENFIELD CREMATORIUM,77.85485,158
5541,MANOR COURT,55.03026,149
5542,MANOR COURT,117.68391,154
5543,LANGDALE GARDENS,10.948469999999999,150
5544,LANGDALE GARDENS,81.60043,183
5545,BULLSMOOR LANE / HERTFORD ROAD,4.10516,150
5546,BULLSMOOR LANE / HERTFORD ROAD,273.88751,181
555,CLARENDON ROAD,58.09932,136
557,NENE ROAD,1157.3383,643
559,ARNHEM WHARF PRIMARY SCHOOL,216.71385,279
56,EDGWARE ROAD STATION,1434.08346,282
565,BRENT CROSS STATION,168.85562,158
573,THE DYSART,156.69663,170
575,COULSDON LIBRARY,427.9008,333
578,THE DYSART,83.58454,172
58,SUSSEX GARDENS,835.05405,194
585,LINDSAY ROAD,61.67744,166
5861,FERRO ROAD,31.51334,68
5863,EASTWOOD DRIVE,12.8338,69
5868,WENNINGTON GREEN,15.31916,70
587,CHEQUERS LANE / MERRIELANDS RETAIL PARK,614.66044,154
588,MANOR ROAD NORTH / ACRE LANE,49.04515,78
5885,DALE VIEW,48.539249999999996,155
5886,DALE VIEW,97.13997,154
589,MANOR ROAD / ACRE LANE,157.46829,77
590,HACKBRIDGE CORNER / HACKBRIDGE STATION,193.24456,77
595,WEMBLEY STADIUM STATION,1149.56517,480
596,HUGUENOT PLACE / ALMA ROAD,489.16374,519
597,EAST HILL / ALMA ROAD,1208.71719,505
5974,CULLODEN ROAD,16.38728,72
5975,CULLODEN ROAD,47.77652,74
5976,DRAPERS ROAD,20.32489,74
5977,DRAPERS ROAD,86.10979,72
5978,ROUNDHEDGE WAY,4.514329999999999,73
5979,ROUNDHEDGE WAY,30.06353,70
5980,BOTANY BAY / THE ROBIN HOOD,0.8552,74
5981,BOTANY BAY / THE ROBIN HOOD,7.327329999999999,68
5982,WINDRUSH,0.9749899999999997,74
5983,WINDRUSH,4.13322,68
5984,ST JOHN'S SENIOR SCHOOL,11.51865,74
5985,ST JOHN'S SENIOR SCHOOL,18.88759,68
5986,NEW COTTAGE FARM,0.36585,75
5987,NEW COTTAGE FARM,1.7577699999999998,68
60001,CHASTILIAN ROAD / NORTH ROAD,3.18938,66
60002,NORTH ROAD,6.657769999999999,63
60003,SEATON ROAD,14.71975,67
60004,SEATON ROAD,17.12716,62
60005,PRINCES ROAD,11.99171,63
60006,PRINCES ROAD,5.534009999999999,67
6001,NORTH CRAY ROAD / VICARAGE ROAD,11.12103,145
6002,PARSONAGE LANE / NORTH CRAY CHURCH,18.08604,65
6007,NORTH ACTON STATION,1086.38796,318
6008,NORTH ACTON STATION,91.42052,90
6009,WALES FARM ROAD,27.268919999999998,87
6010,SCHOOL ROAD,5.256309999999999,77
6012,CHANDOS ROAD,15.007719999999999,90
6013,CHANDOS ROAD,78.47175,87
6014,SHAFTESBURY GARDENS,34.26722,89
6015,SHAFTESBURY GARDENS,68.97442,88
6016,OLD OAK COMMON LANE,172.0511,89
6017,OLD OAK LANE / ATLAS ROAD,199.05693,169
6018,WEBB PLACE,218.36334,164
6019,WEBB PLACE,54.07892,167
602,KENNINGTON ROAD,656.00253,360
6020,WILLESDEN JUNCTION STATION,182.53106,169
6021,WILLESDEN JUNCTION STATION,159.85906,165
6024,ST MARY'S ROAD,1092.12709,269
6025,DIXON WAY,170.35138,174
6026,DIXON WAY,354.89453,176
6029,WILLESDEN MAGISTRATES COURT,1026.77985,270
603,KENNINGTON ROAD,544.36981,366
6030,BEACONSFIELD ROAD,596.42962,270
6031,BEACONSFIELD ROAD,128.12434,257
6038,MELROSE AVENUE,152.46843,245
604,KENNINGTON STATION,370.12208,360
6044,CRICKLEWOOD BUS GARAGE,451.68794,422
6045,HUMBER ROAD,325.30325,270
6046,HUMBER ROAD,119.56716,191
6047,SUTHERLAND HOUSE,43.99675,180
6048,PRIESTLEY WAY,257.43145,177
605,KENNINGTON STATION,548.37863,366
6051,WEST HENDON BROADWAY / HERBERT ROAD,846.24069,376
6052,WEST HENDON BROADWAY / HERBERT ROAD,459.05471,368
6056,HENDON MAGISTRATES COURT,1206.30603,371
6059,ANNESLEY AVENUE,860.1379900000001,251
606,MANOR HOUSE STATION  / WOODBERRY GROVE,2134.93386,281
6060,THE GREENWAY,736.62367,252
6061,CARLISLE ROAD,233.22858,252
6062,CARLISLE ROAD,312.29589,251
6063,MONTROSE AVENUE / UNITAS YOUTH ZONE,145.96692,253
6064,MONTROSE AVENUE / UNITAS YOUTH ZONE,143.6625,251
607,MANOR HOUSE STATION,680.75239,173
6070,DEANSBROOK ROAD,306.41993,577
6071,WHITCHURCH LANE,1631.10593,578
6073,CLAREMONT ROAD,315.08865000000003,230
6074,CLAREMONT ROAD,370.04079,236
6077,DERSINGHAM ROAD,202.96497,231
6078,DERSINGHAM ROAD,211.28225,236
6079,LYNDALE AVENUE,258.05721,232
608,TATE LIBRARY,394.42344,187
6080,LYNDALE AVENUE,192.19232,236
6081,LLANVANOR ROAD,284.47915,495
6082,LLANVANOR ROAD,457.8585,504
6083,DUNSTAN ROAD,208.8937,496
6084,DUNSTAN ROAD,68.14381999999999,504
6085,GOLDERS GREEN / FINCHLEY ROAD,3951.60027,496
609,TATE LIBRARY,387.16433,193
6090,CLIFTON GARDENS,450.7917,263
6091,CLIFTON GARDENS,252.10798,258
6092,CHILDS WAY,720.86592,262
6095,CHILDS WAY,281.96341,260
6096,HENLYS CORNER,154.86758,168
6097,ALLANDALE AVENUE,210.05886,165
6098,ALLANDALE AVENUE,88.84736,168
6099,MOUNTFIELD ROAD,290.12969,165
610,THIRD AVENUE,607.87231,257
6100,MOUNTFIELD ROAD,119.77541000000001,169
6108,VICTORIA PARK,307.83481,263
6109,VICTORIA PARK,139.22897,272
611,SECOND AVENUE,347.53667,258
6112,GRANVILLE ROAD,301.86749,265
6113,GRANVILLE ROAD,89.40844,272
6114,CHRISTCHURCH AVENUE,356.08739,269
6117,WOODBERRY GROVE,413.8677,350
6119,SUNBEAM ROAD,28.90764,74
6120,SUNBEAM ROAD,4.36557,69
6121,CUNARD ROAD,63.10293,74
6125,WAXLOW ROAD,93.91547,471
6127,HARLESDEN STATION,959.33763,471
6129,FAIRLIGHT AVENUE,183.49964,478
6130,FAIRLIGHT AVENUE,222.7797,468
6131,VICTORIA ROAD,294.04304,158
6132,GORST ROAD,181.98052,157
6133,GORST ROAD,107.64672,158
6136,ACTON LANE,719.24978,231
6137,BARRETTS GREEN ROAD,171.86914,473
6138,BARRETTS GREEN ROAD,322.87492,464
6144,DALLING ROAD,221.37676,341
6146,RAVENSCOURT PARK STATION,1.2941499999999997,341
6148,RAVENSCOURT PARK,282.43059,341
6149,RAVENSCOURT PARK,199.30402,350
6153,CHISWICK LANE,430.81419,353
6157,CHISWICK ROAD,143.02833,338
6158,THORNEY HEDGE ROAD,519.78309,405
6159,POWER ROAD,325.65862,337
616,MOUNT PLEASANT,459.2145,212
6163,LONDON MUSEUM OF WATER AND STEAM,234.90717,273
6164,THE MUSICAL MUSEUM,4.358389999999999,273
6167,THE MUSICAL MUSEUM,266.86348,273
6168,WATERMANS CENTRE,567.89341,271
6169,WATERMANS CENTRE,805.92416,273
617,ROSEBERY AVENUE / MOUNT PLEASANT,2.1118099999999997,185
6170,GOAT WHARF,546.84322,256
6173,BRENTFORD COUNTY COURT,328.10729,336
6174,BRENTFORD COUNTY COURT,271.29428,257
6175,MARKET PLACE,2036.22416,425
6176,MARKET PLACE,1152.25355,427
6179,BRENT LEA,489.54919,337
618,ROSEBERY AVENUE / MOUNT PLEASANT,495.05962,100
6180,BRENT LEA,695.42411,344
6181,BEECH AVENUE,167.58521,338
6183,SYON LANE,214.1661,337
6184,SYON LANE,212.63272,345
6187,BUSCH CORNER,617.94838,409
6188,BUSCH CORNER,658.58626,411
6189,THE GREEN SCHOOL,197.63094,261
619,TELFORD AVENUE,0.0,80
6190,THE GREEN SCHOOL,341.25577,271
6191,TURNPIKE WAY,204.76156,262
6192,TURNPIKE WAY,361.79665,272
6193,WOOD LANE,176.89612,262
6194,WOOD LANE,335.69158,272
6195,LINKFIELD ROAD,78.25721,262
6196,LINKFIELD ROAD,165.52042,272
6197,ISLEWORTH STATION,631.45453,262
6200,WEST THAMES COLLEGE,719.10969,415
6201,WEST THAMES COLLEGE,1222.05539,421
6202,THORNBURY ROAD,174.95363,414
6205,BRIDGE ROAD,415.29368,410
6206,BRIDGE ROAD,219.27049,499
621,MARBLE ARCH STATION  / EDGWARE ROAD,1217.89718,495
6210,HIBERNIA ROAD,625.88802,378
6211,HIBERNIA ROAD,707.68127,380
6212,ST STEPHEN'S AVENUE,398.77551,173
6213,ST STEPHENS AVENUE,187.90655,177
6214,CATHNOR ROAD,445.53379,175
6217,CATHNOR ROAD,187.52725,177
6218,ASKEW ROAD,235.46727,177
622,NEPTUNE STREET / ST OLAVES ESTATE,302.74279,277
6220,RAVENSCOURT GARDENS,50.7405,82
6221,RAVENSCOURT GARDENS,42.7023,81
6229,TUNSTOCK WAY,24.93373,78
6230,TUNSTOCK WAY,48.0755,80
6231,KINGSWOOD AVENUE,74.06554,78
6232,KINGSWOOD AVENUE,92.86887,80
6233,ST AUGUSTINE'S ROAD,75.09458,78
6234,ST AUGUSTINE'S ROAD,142.72253,80
6235,GILBERT ROAD,129.61176,80
6236,GILBERT ROAD,104.78831,78
6238,LOWER ROAD / BELVEDERE STATION,663.78038,232
6239,HALT ROBIN LANE,59.85471,159
6240,HALT ROBIN LANE,46.31093,161
6241,POPLAR MOUNT,86.28286,161
6242,POPLAR MOUNT,105.5309,159
6243,MAYFIELD ROAD,148.73697,158
6244,MAYFIELD ROAD,277.6239,161
6247,LOWER ROAD / CHURCH MANORWAY,84.30468,239
6248,ST FRANCIS ROAD,206.02376,241
6249,ST FRANCIS ROAD,227.34687,239
6251,WINIFRED ROAD / THE SHIP,168.56636,239
6252,MAXIM ROAD / THE SHIP,294.67258,241
6254,ERITH STATION  / WEST STREET,69.58894,319
6255,WALNUT TREE ROAD,248.24841,321
6257,FRASER ROAD,19.228559999999998,80
626,BROOKE ROAD,583.25779,361
6260,LESNEY PARK,72.83845,78
6261,LESNEY PARK,21.30316,80
6264,CARLTON ROAD,163.4751,80
6265,CARLTON ROAD,210.12157,78
6266,NORTHUMBERLAND PARK,303.61125,78
6268,BROOK STREET,500.42043,171
6271,RYDAL DRIVE,37.57365,177
6272,BARNEHURST STATION,173.43115,171
6273,BARNEHURST STATION,265.15395,177
6274,LYNDHURST ROAD,35.50528,171
6275,LYNDHURST ROAD,19.128249999999998,177
6276,LONG LANE,21.80803,171
6277,BEXLEYHEATH BUS GARAGE,101.44122,177
6279,FORESTERS CRESCENT,136.32404,460
6286,TRINITY PLACE,858.86686,718
6287,TRINITY PLACE,1377.88558,636
6290,LION ROAD,489.15965,702
6294,UPTON ROAD,810.8762399999999,702
6295,UPTON ROAD,365.25489,710
6301,BETHEL ROAD,212.25612999999998,336
6302,BETHEL ROAD,185.35996,345
6303,"GUY, EARL OF WARWICK",274.72546,337
6307,UPPER WICKHAM LANE / COTON ROAD,126.97794,156
6308,UPPER WICKHAM LANE / COTON ROAD,711.66014,155
6309,UPPER WICKHAM LANE / BURNELL AVENUE,54.351839999999996,156
6310,UPPER WICKHAM LANE / BURNELL AVENUE,167.20367,155
6313,SOMERHILL ROAD,60.15108,154
6314,EAST ROAD,115.03049,156
6315,LOWER ROAD / BELVEDERE STATION,417.63076,228
6316,LOVEL AVENUE,185.00202000000002,82
6317,UPPER WICKHAM LANE / WICKHAM STREET,122.4598,81
6318,UPPER WICKHAM LANE / WICKHAM STREET,210.17711,82
6319,FORESTERS ARMS,161.44453,164
6320,PLUMSTEAD CEMETERY,164.24919,165
6323,BEXLEYHEATH / HIGHLAND ROAD,348.14257,400
6324,BEXLEYHEATH / HIGHLAND ROAD,637.0902,396
6326,WATLING STREET / CIVIC OFFICES,131.38079,82
6327,CIVIC CENTRE,83.50842,81
6328,PARK GROVE,50.42944,82
6329,PARK GROVE,79.48849,80
633,UPTON PARK / BOLEYN,538.1239,316
6330,OLD ROAD,132.32337,81
6334,BEXLEY LANE,23.99338,82
6335,CEMETERY ROAD,94.73926,165
6336,LITTLEDALE,201.76001,165
6337,LITTLEDALE,74.72435,165
6338,KING'S HIGHWAY,510.10951,165
6339,KING'S HIGHWAY,140.84655,165
634,COMPTON AVENUE / KENWOOD HOUSE,75.80481999999999,80
6342,RUTHERGLEN ROAD,197.86663,164
6343,RUTHERGLEN ROAD,88.91288999999999,164
6347,CRAYFORD TOWN HALL,855.94147,224
6348,HEATH ROAD,56.33195,156
6349,HEATH ROAD,79.10501,158
635,COMPTON AVENUE / KENWOOD HOUSE,133.61105,82
6350,MAIDEN LANE,78.81056,156
6351,MAIDEN LANE,164.23655,157
6352,BIRD IN HAND,32.57411,156
6354,HAVELOCK ROAD,36.48343,156
6355,HAVELOCK ROAD,91.30683,155
6356,WEST HILL SCHOOL,142.13407,157
6357,WEST HILL SCHOOL,145.74021,155
6360,PRIORY HILL,84.60239,221
6366,FORD ROAD,1042.15574,179
6367,BEXLEY LANE,122.2542,81
6368,MANDEVILLE ROAD,131.42203,273
6372,ISLEWORTH LEISURE CENTRE AND LIBRARY,319.27713,271
6373,LYNTON CLOSE,160.55613,269
638,JACK STRAW'S CASTLE / WHITESTONE POND,29.219489999999997,81
6382,LONDON ROAD / TWICKENHAM,966.66739,248
6387,TWICKENHAM GREEN,253.32941,336
6388,THE PRINCE ALBERT / TWICKENHAM,306.98224,332
6390,TRAFALGAR ROAD / PRINCE OF WALES,374.21174,332
6393,FULWELL STATION,47.1835,81
6398,CROSS STREET,224.43798,251
64,CLAPTON POND,770.77581,623
640,MANOR PARK STATION,1011.18517,332
6402,TEESDALE GARDENS,44.4634,143
6405,MANDEVILLE ROAD,166.42016,252
641,MANOR PARK STATION,1290.55259,323
6410,LYNTON CLOSE,261.08811000000003,270
6411,WOODSTOCK AVENUE,367.83344,272
6412,MOGDEN LANE,124.61184,153
6413,CRANE AVENUE,299.27888,153
6417,CRANE AVENUE,244.41977,155
6422,HEATH ROAD / GROVE AVENUE,710.42538,501
6424,TWICKENHAM GREEN,191.45474,329
6428,FULWELL / SIXTH CROSS ROAD,298.74801,331
6433,PARKSIDE,243.57296,249
6435,CROSS STREET,312.67128,252
6437,UXBRIDGE ROAD,21.034619999999997,78
6439,HAMPTON POOL,6.968139999999998,78
644,BOROUGH STATION  / GREAT DOVER STREET,50.12245,101
6440,UXBRIDGE ROAD,120.36815,254
6441,PARK CLOSE,48.43401,77
6449,HAMPTON POOL,18.42993,77
6451,PARK CLOSE,6.958769999999998,78
646,NORTH DULWICH STATION,324.72351,246
6461,TWICKENHAM RD / WEST MIDDLESEX HOSPITAL,666.4621,323
6463,BENHILL AVENUE / THROWLEY WAY,60.15686,85
6465,BENHILL WOOD ROAD,61.73086,151
6466,THICKET ROAD,160.38194,147
6467,BENHILL ROAD,99.98323,147
6468,BYRON AVENUE,208.19583,147
6471,CARSHALTON ROAD / RINGSTEAD ROAD,157.36516,164
6479,HIGH STREET / MARSHALLS ROAD,1092.13116,692
648,PRIESTS BRIDGE,430.50858,244
6480,BENHILL AVENUE / THROWLEY WAY,366.09652,150
6481,LENHAM ROAD,65.02276,150
6482,BENHILL WOOD ROAD,95.89644,150
6483,LIND ROAD,87.13596,150
6484,BENHILL ROAD,66.69626,144
6485,BYRON AVENUE,71.09177,143
6486,KINGSLEY AVENUE,27.80896,84
6489,CARSHALTON ROAD / CAMBRIDGE ROAD,432.24838,223
649,PRIORY LANE,162.67251,247
6497,BOUNDARY ROAD,120.1421,85
6500,ELGIN ROAD,85.34974,236
6501,MILTON ROAD,105.66579,235
6503,STAFFORD ROAD / SANDY LANE SOUTH,316.71566,236
6504,MELLOWS PARK,43.35083,80
6505,PLOUGH LANE,190.83392,80
6506,THE CHASE,143.92196,164
6509,WADDON LEISURE CENTRE / FIVEWAYS,190.1868,166
651,TOWER BRIDGE,587.4962400000001,237
6510,WADDON STATION,102.37759,165
6511,EPSOM ROAD,42.592,82
6512,WADDON NEW ROAD / WADDON ROAD,79.88019,312
6522,STAFFORD ROAD / WOODCOTE ROAD,778.33884,242
6523,ELGIN ROAD,141.52962,241
6524,MILTON ROAD,185.01201,241
6526,STAFFORD ROAD / SANDY LANE SOUTH,76.93244,86
6528,PLOUGH LANE,262.00643,170
6529,MELLOWS PARK,28.05491,86
6531,THE CHASE,193.95252,170
6533,WADDON LEISURE CENTRE / FIVEWAYS,307.81335,169
6534,WADDON STATION,138.40185,169
6535,EPSOM ROAD,82.34604,86
6537,RECTORY GROVE,179.48828,315
654,BOSS STREET,474.90869,300
6542,BEDFORD HALL,49.236259999999994,251
6543,HOGARTH CRESCENT,381.48605,435
6544,CROMWELL ROAD,770.47407,436
6545,NORTHCOTE ROAD / LEGACY YOUTH ZONE,207.44742,194
6546,BEACONSFIELD ROAD,206.57353,166
6547,SELHURST NEW ROAD,269.84224,167
6548,SELHURST STATION,212.31411,167
6549,HEAVERS FARM CENTRE,178.81769,168
655,DRUID STREET,282.08826,246
6551,SELHURST ROAD / PARK ROAD,268.68445,327
6553,SOUTH NORWOOD CLOCK TOWER,1555.94057,326
6554,PORTLAND ROAD,218.21134,169
6556,CLIFTON ROAD,170.2355,169
6559,SELBY ROAD,227.13879,250
656,WESTMORELAND ROAD,836.16356,179
6560,DERWENT ROAD,258.76745,325
6561,ANERLEY / THE MITRE,184.88432,325
6564,BEDFORD HALL,735.47681,507
6568,BEACONSFIELD ROAD,186.61997,172
6569,SELHURST NEW ROAD,379.21645,172
657,WESTMORELAND ROAD,631.12035,355
6570,SELHURST STATION,402.31510000000003,172
6571,CLIFTON ROAD,185.85288,172
6572,PARK ROAD,72.06174,172
6575,SOUTH NORWOOD CLOCK TOWER,800.96386,328
6576,PORTLAND ROAD,1016.57349,401
6578,SUNNYBANK,211.63456,252
658,CAMBERWELL ROAD / ALBANY ROAD,666.54882,914
6580,SELBY ROAD,347.83478,323
6581,ANERLEY / THE MITRE,289.35536,324
6582,SAMOS ROAD,132.48920999999999,324
6587,SEYMOUR VILLAS,179.06007,256
6589,THICKET ROAD,144.93594,347
6593,ANERLEY HILL / CRYSTAL PALACE,287.26736,425
