config,seeds,n_seeds,borough,n_test,model,WMAPE,RMSE,MAE
ai23_osm_sc,42,1,Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
ai23_osm_sc,42,1,Tower Hamlets,381,MLR,0.5742,302.307,163.227
ai23_osm_sc,42,1,Tower Hamlets,381,RF,0.6036,310.006,171.589
ai23_osm_sc,42,1,Tower Hamlets,381,XGBoost,0.585,305.412,166.295
ai23_osm_sc,42,1,Tower Hamlets,381,MLP,0.5862,297.25,166.658
ai23_osm_sc,42,1,Tower Hamlets,381,GATv2,0.7043,370.877,200.226
ai23_osm_sc,42,1,Waltham Forest,492,HistAvg,0.8879,510.268,280.825
ai23_osm_sc,42,1,Waltham Forest,492,MLR,0.7183,501.817,227.193
ai23_osm_sc,42,1,Waltham Forest,492,RF,0.6405,461.445,202.569
ai23_osm_sc,42,1,Waltham Forest,492,XGBoost,0.6609,477.32,209.031
ai23_osm_sc,42,1,Waltham Forest,492,MLP,0.6797,470.824,214.988
ai23_osm_sc,42,1,Waltham Forest,492,GATv2,0.7107,496.542,224.801
ai23_osm_sc,42,1,Wandsworth,481,HistAvg,0.8146,681.466,346.179
ai23_osm_sc,42,1,Wandsworth,481,MLR,0.634,569.571,269.459
ai23_osm_sc,42,1,Wandsworth,481,RF,0.6413,586.685,272.53
ai23_osm_sc,42,1,Wandsworth,481,XGBoost,0.6379,584.862,271.112
ai23_osm_sc,42,1,Wandsworth,481,MLP,0.6304,563.556,267.89
ai23_osm_sc,42,1,Wandsworth,481,GATv2,0.6822,615.546,289.945
ai23_osm_sc,42,1,Westminster,419,HistAvg,0.763,912.576,497.587
ai23_osm_sc,42,1,Westminster,419,MLR,0.5828,706.27,380.071
ai23_osm_sc,42,1,Westminster,419,RF,0.5606,718.197,365.594
ai23_osm_sc,42,1,Westminster,419,XGBoost,0.5787,701.358,377.379
ai23_osm_sc,42,1,Westminster,419,MLP,0.5453,670.494,355.606
ai23_osm_sc,42,1,Westminster,419,GATv2,0.7046,870.962,459.485
ai23_sc,42,1,Barking and Dagenham,364,HistAvg,0.893,570.009,262.968
ai23_sc,42,1,Barking and Dagenham,364,IDW,0.8035,593.422,236.631
ai23_sc,42,1,Barking and Dagenham,364,MLR,0.7041,530.668,207.364
ai23_sc,42,1,Barking and Dagenham,364,RF,0.6875,524.867,202.454
ai23_sc,42,1,Barking and Dagenham,364,XGBoost,0.6665,514.577,196.267
ai23_sc,42,1,Barking and Dagenham,364,MLP,0.6765,526.674,199.233
ai23_sc,42,1,Barking and Dagenham,364,GATv2,0.7317,560.571,215.465
ai23_sc,42,1,Barnet,993,HistAvg,1.2395,379.816,265.098
ai23_sc,42,1,Barnet,993,IDW,0.8581,374.974,183.529
ai23_sc,42,1,Barnet,993,MLR,0.689,343.416,147.363
ai23_sc,42,1,Barnet,993,RF,0.6554,300.257,140.167
ai23_sc,42,1,Barnet,993,XGBoost,0.677,306.378,144.798
ai23_sc,42,1,Barnet,993,MLP,0.6849,308.953,146.479
ai23_sc,42,1,Barnet,993,GATv2,0.7575,350.169,162.014
ai23_sc,42,1,Bexley,672,HistAvg,1.6969,388.739,256.754
ai23_sc,42,1,Bexley,672,IDW,0.8559,366.586,129.506
ai23_sc,42,1,Bexley,672,MLR,0.6937,305.612,104.962
ai23_sc,42,1,Bexley,672,RF,0.6966,324.982,105.395
ai23_sc,42,1,Bexley,672,XGBoost,0.6834,302.524,103.408
ai23_sc,42,1,Bexley,672,MLP,0.6921,313.912,104.717
ai23_sc,42,1,Bexley,672,GATv2,0.7834,353.198,118.532
ai23_sc,42,1,Brent,575,HistAvg,0.8181,541.496,311.062
ai23_sc,42,1,Brent,575,IDW,0.8563,569.887,325.602
ai23_sc,42,1,Brent,575,MLR,0.6239,472.803,237.226
ai23_sc,42,1,Brent,575,RF,0.6357,482.824,241.711
ai23_sc,42,1,Brent,575,XGBoost,0.6455,488.577,245.418
ai23_sc,42,1,Brent,575,MLP,0.6119,464.506,232.653
ai23_sc,42,1,Brent,575,GATv2,0.7316,549.309,278.169
ai23_sc,42,1,Bromley,1179,HistAvg,2.6075,309.255,265.171
ai23_sc,42,1,Bromley,1179,IDW,0.9483,231.824,96.441
ai23_sc,42,1,Bromley,1179,MLR,0.6874,175.929,69.901
ai23_sc,42,1,Bromley,1179,RF,0.6583,185.197,66.944
ai23_sc,42,1,Bromley,1179,XGBoost,0.6571,176.31,66.825
ai23_sc,42,1,Bromley,1179,MLP,0.6692,171.566,68.054
ai23_sc,42,1,Bromley,1179,GATv2,0.7482,192.921,76.085
ai23_sc,42,1,Camden,424,HistAvg,0.8666,609.429,349.975
ai23_sc,42,1,Camden,424,IDW,0.8385,572.753,338.626
ai23_sc,42,1,Camden,424,MLR,0.5189,441.136,209.559
ai23_sc,42,1,Camden,424,RF,0.5289,448.375,213.601
ai23_sc,42,1,Camden,424,XGBoost,0.5291,442.136,213.682
ai23_sc,42,1,Camden,424,MLP,0.5149,439.644,207.914
ai23_sc,42,1,Camden,424,GATv2,0.6371,499.973,257.3
ai23_sc,42,1,City of London,101,HistAvg,0.798,914.764,520.033
ai23_sc,42,1,City of London,101,IDW,0.8708,984.356,567.474
ai23_sc,42,1,City of London,101,MLR,0.5793,655.377,377.494
ai23_sc,42,1,City of London,101,RF,0.5557,695.641,362.158
ai23_sc,42,1,City of London,101,XGBoost,0.5635,608.628,367.214
ai23_sc,42,1,City of London,101,MLP,0.5756,637.991,375.082
ai23_sc,42,1,City of London,101,GATv2,0.6539,731.726,426.136
ai23_sc,42,1,Croydon,1019,HistAvg,1.5477,343.611,254.841
ai23_sc,42,1,Croydon,1019,IDW,0.857,332.145,141.119
ai23_sc,42,1,Croydon,1019,MLR,0.6765,274.572,111.389
ai23_sc,42,1,Croydon,1019,RF,0.6806,278.081,112.065
ai23_sc,42,1,Croydon,1019,XGBoost,0.6861,272.161,112.966
ai23_sc,42,1,Croydon,1019,MLP,0.67,271.762,110.323
ai23_sc,42,1,Croydon,1019,GATv2,0.7267,288.751,119.649
ai23_sc,42,1,Ealing,683,HistAvg,0.9636,570.286,318.126
ai23_sc,42,1,Ealing,683,IDW,0.8734,604.408,288.357
ai23_sc,42,1,Ealing,683,MLR,0.6528,473.016,215.526
ai23_sc,42,1,Ealing,683,RF,0.668,492.202,220.539
ai23_sc,42,1,Ealing,683,XGBoost,0.6593,462.186,217.67
ai23_sc,42,1,Ealing,683,MLP,0.6547,472.32,216.16
ai23_sc,42,1,Ealing,683,GATv2,0.7544,545.679,249.074
ai23_sc,42,1,Enfield,707,HistAvg,1.1452,433.336,276.391
ai23_sc,42,1,Enfield,707,IDW,0.876,457.316,211.434
ai23_sc,42,1,Enfield,707,MLR,0.6864,362.162,165.658
ai23_sc,42,1,Enfield,707,RF,0.7081,394.963,170.892
ai23_sc,42,1,Enfield,707,XGBoost,0.7015,388.883,169.302
ai23_sc,42,1,Enfield,707,MLP,0.6784,363.413,163.737
ai23_sc,42,1,Enfield,707,GATv2,0.736,397.587,177.637
ai23_sc,42,1,Greenwich,659,HistAvg,0.9994,596.257,285.229
ai23_sc,42,1,Greenwich,659,IDW,0.8542,632.494,243.79
ai23_sc,42,1,Greenwich,659,MLR,0.6582,506.316,187.84
ai23_sc,42,1,Greenwich,659,RF,0.6527,525.981,186.267
ai23_sc,42,1,Greenwich,659,XGBoost,0.6548,513.307,186.882
ai23_sc,42,1,Greenwich,659,MLP,0.6494,511.586,185.34
ai23_sc,42,1,Greenwich,659,GATv2,0.72,536.647,205.471
ai23_sc,42,1,Hackney,442,HistAvg,0.8267,512.63,325.701
ai23_sc,42,1,Hackney,442,IDW,0.8065,550.359,317.765
ai23_sc,42,1,Hackney,442,MLR,0.4973,365.457,195.923
ai23_sc,42,1,Hackney,442,RF,0.5129,377.181,202.07
ai23_sc,42,1,Hackney,442,XGBoost,0.4922,359.821,193.917
ai23_sc,42,1,Hackney,442,MLP,0.4934,361.021,194.392
ai23_sc,42,1,Hackney,442,GATv2,0.607,439.725,239.149
ai23_sc,42,1,Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
ai23_sc,42,1,Hammersmith and Fulham,276,IDW,0.8082,782.836,383.198
ai23_sc,42,1,Hammersmith and Fulham,276,MLR,0.6882,666.055,326.28
ai23_sc,42,1,Hammersmith and Fulham,276,RF,0.6803,674.582,322.556
ai23_sc,42,1,Hammersmith and Fulham,276,XGBoost,0.692,671.817,328.079
ai23_sc,42,1,Hammersmith and Fulham,276,MLP,0.6857,657.112,325.111
ai23_sc,42,1,Hammersmith and Fulham,276,GATv2,0.7518,758.391,356.46
ai23_sc,42,1,Haringey,461,HistAvg,0.8402,761.461,380.81
ai23_sc,42,1,Haringey,461,IDW,0.8186,775.506,371.019
ai23_sc,42,1,Haringey,461,MLR,0.6648,623.614,301.348
ai23_sc,42,1,Haringey,461,RF,0.6696,667.658,303.51
ai23_sc,42,1,Haringey,461,XGBoost,0.6935,690.804,314.321
ai23_sc,42,1,Haringey,461,MLP,0.6487,627.828,294.053
ai23_sc,42,1,Haringey,461,GATv2,0.7857,764.701,356.14
ai23_sc,42,1,Harrow,432,HistAvg,1.0881,369.502,256.035
ai23_sc,42,1,Harrow,432,IDW,0.8283,391.934,194.903
ai23_sc,42,1,Harrow,432,MLR,0.6298,295.11,148.194
ai23_sc,42,1,Harrow,432,RF,0.6361,303.766,149.672
ai23_sc,42,1,Harrow,432,XGBoost,0.6182,290.204,145.462
ai23_sc,42,1,Harrow,432,MLP,0.6316,293.926,148.628
ai23_sc,42,1,Harrow,432,GATv2,0.7565,363.173,178.007
ai23_sc,42,1,Havering,691,HistAvg,1.6017,456.404,268.356
ai23_sc,42,1,Havering,691,IDW,0.875,440.627,146.608
ai23_sc,42,1,Havering,691,MLR,0.7077,341.306,118.566
ai23_sc,42,1,Havering,691,RF,0.7599,392.538,127.322
ai23_sc,42,1,Havering,691,XGBoost,0.9913,419.813,166.08
ai23_sc,42,1,Havering,691,MLP,0.7268,362.848,121.769
ai23_sc,42,1,Havering,691,GATv2,0.775,377.356,129.841
ai23_sc,42,1,Hillingdon,706,HistAvg,1.3003,592.939,309.8
ai23_sc,42,1,Hillingdon,706,IDW,0.9244,581.901,220.226
ai23_sc,42,1,Hillingdon,706,MLR,0.7061,475.583,168.228
ai23_sc,42,1,Hillingdon,706,RF,0.751,545.467,178.924
ai23_sc,42,1,Hillingdon,706,XGBoost,0.8191,549.022,195.144
ai23_sc,42,1,Hillingdon,706,MLP,0.721,507.274,171.777
ai23_sc,42,1,Hillingdon,706,GATv2,0.833,597.227,198.449
ai23_sc,42,1,Hounslow,651,HistAvg,1.054,427.703,263.162
ai23_sc,42,1,Hounslow,651,IDW,0.9094,460.46,227.07
ai23_sc,42,1,Hounslow,651,MLR,0.6403,359.079,159.873
ai23_sc,42,1,Hounslow,651,RF,0.6408,357.139,159.994
ai23_sc,42,1,Hounslow,651,XGBoost,0.6412,356.177,160.09
ai23_sc,42,1,Hounslow,651,MLP,0.6282,343.586,156.845
ai23_sc,42,1,Hounslow,651,GATv2,0.6939,374.554,173.247
ai23_sc,42,1,Islington,349,HistAvg,0.7866,736.434,408.65
ai23_sc,42,1,Islington,349,IDW,0.808,759.193,419.753
ai23_sc,42,1,Islington,349,MLR,0.5923,619.261,307.694
ai23_sc,42,1,Islington,349,RF,0.5934,624.229,308.302
ai23_sc,42,1,Islington,349,XGBoost,0.601,618.82,312.238
ai23_sc,42,1,Islington,349,MLP,0.5881,611.804,305.55
ai23_sc,42,1,Islington,349,GATv2,0.764,748.771,396.936
ai23_sc,42,1,Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
ai23_sc,42,1,Kensington and Chelsea,260,IDW,0.8407,572.156,364.475
ai23_sc,42,1,Kensington and Chelsea,260,MLR,0.5752,422.872,249.349
ai23_sc,42,1,Kensington and Chelsea,260,RF,0.5638,410.832,244.4
ai23_sc,42,1,Kensington and Chelsea,260,XGBoost,0.5473,402.534,237.257
ai23_sc,42,1,Kensington and Chelsea,260,MLP,0.5712,411.574,247.645
ai23_sc,42,1,Kensington and Chelsea,260,GATv2,0.7108,530.777,308.149
ai23_sc,42,1,Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
ai23_sc,42,1,Kingston upon Thames,391,IDW,0.8929,595.692,208.046
ai23_sc,42,1,Kingston upon Thames,391,MLR,0.7079,500.49,164.942
ai23_sc,42,1,Kingston upon Thames,391,RF,0.7062,520.835,164.554
ai23_sc,42,1,Kingston upon Thames,391,XGBoost,0.6986,510.218,162.771
ai23_sc,42,1,Kingston upon Thames,391,MLP,0.6972,495.81,162.451
ai23_sc,42,1,Kingston upon Thames,391,GATv2,0.8177,564.026,190.532
ai23_sc,42,1,Lambeth,577,HistAvg,0.8618,942.451,428.607
ai23_sc,42,1,Lambeth,577,IDW,0.8788,983.57,437.065
ai23_sc,42,1,Lambeth,577,MLR,0.6393,819.537,317.974
ai23_sc,42,1,Lambeth,577,RF,0.629,820.818,312.854
ai23_sc,42,1,Lambeth,577,XGBoost,0.6297,810.36,313.183
ai23_sc,42,1,Lambeth,577,MLP,0.6075,807.135,302.156
ai23_sc,42,1,Lambeth,577,GATv2,0.6773,884.851,336.857
ai23_sc,42,1,Lewisham,609,HistAvg,0.9859,512.677,290.318
ai23_sc,42,1,Lewisham,609,IDW,0.8632,557.644,254.179
ai23_sc,42,1,Lewisham,609,MLR,0.6057,411.862,178.357
ai23_sc,42,1,Lewisham,609,RF,0.6079,433.803,179.001
ai23_sc,42,1,Lewisham,609,XGBoost,0.6183,434.126,182.08
ai23_sc,42,1,Lewisham,609,MLP,0.6052,415.429,178.22
ai23_sc,42,1,Lewisham,609,GATv2,0.7012,486.194,206.478
ai23_sc,42,1,Merton,457,HistAvg,1.0347,493.948,268.128
ai23_sc,42,1,Merton,457,IDW,0.848,513.306,219.742
ai23_sc,42,1,Merton,457,MLR,0.671,426.025,173.884
ai23_sc,42,1,Merton,457,RF,0.6722,453.641,174.199
ai23_sc,42,1,Merton,457,XGBoost,0.706,449.055,182.952
ai23_sc,42,1,Merton,457,MLP,0.666,426.644,172.579
ai23_sc,42,1,Merton,457,GATv2,0.7635,497.977,197.844
ai23_sc,42,1,Newham,465,HistAvg,0.8322,506.085,319.074
ai23_sc,42,1,Newham,465,IDW,0.8321,558.618,319.027
ai23_sc,42,1,Newham,465,MLR,0.5979,397.151,229.217
ai23_sc,42,1,Newham,465,RF,0.6243,417.866,239.339
ai23_sc,42,1,Newham,465,XGBoost,0.6421,424.346,246.16
ai23_sc,42,1,Newham,465,MLP,0.594,395.323,227.731
ai23_sc,42,1,Newham,465,GATv2,0.6568,451.582,251.822
ai23_sc,42,1,Redbridge,539,HistAvg,1.1018,465.014,271.086
ai23_sc,42,1,Redbridge,539,IDW,0.7995,445.101,196.706
ai23_sc,42,1,Redbridge,539,MLR,0.6951,362.749,171.018
ai23_sc,42,1,Redbridge,539,RF,0.71,392.571,174.684
ai23_sc,42,1,Redbridge,539,XGBoost,0.7082,375.712,174.247
ai23_sc,42,1,Redbridge,539,MLP,0.699,360.139,171.981
ai23_sc,42,1,Redbridge,539,GATv2,0.7461,420.804,183.576
ai23_sc,42,1,Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
ai23_sc,42,1,Richmond upon Thames,484,IDW,0.8875,355.727,164.751
ai23_sc,42,1,Richmond upon Thames,484,MLR,0.6388,267.54,118.591
ai23_sc,42,1,Richmond upon Thames,484,RF,0.659,273.242,122.33
ai23_sc,42,1,Richmond upon Thames,484,XGBoost,0.6785,266.669,125.95
ai23_sc,42,1,Richmond upon Thames,484,MLP,0.6888,263.136,127.864
ai23_sc,42,1,Richmond upon Thames,484,GATv2,0.7422,325.091,137.782
ai23_sc,42,1,Southwark,583,HistAvg,0.8601,854.25,414.185
ai23_sc,42,1,Southwark,583,IDW,0.8104,854.973,390.233
ai23_sc,42,1,Southwark,583,MLR,0.5783,637.258,278.472
ai23_sc,42,1,Southwark,583,RF,0.6045,699.836,291.094
ai23_sc,42,1,Southwark,583,XGBoost,0.5844,671.267,281.412
ai23_sc,42,1,Southwark,583,MLP,0.5872,662.167,282.747
ai23_sc,42,1,Southwark,583,GATv2,0.6782,734.797,326.605
ai23_sc,42,1,Sutton,421,HistAvg,1.4868,309.593,241.96
ai23_sc,42,1,Sutton,421,IDW,0.8299,289.401,135.054
ai23_sc,42,1,Sutton,421,MLR,0.6427,223.063,104.593
ai23_sc,42,1,Sutton,421,RF,0.6711,239.305,109.21
ai23_sc,42,1,Sutton,421,XGBoost,0.6938,244.716,112.914
ai23_sc,42,1,Sutton,421,MLP,0.6356,224.104,103.446
ai23_sc,42,1,Sutton,421,GATv2,0.7556,266.155,122.966
ai23_sc,42,1,Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
ai23_sc,42,1,Tower Hamlets,381,IDW,0.8218,407.615,233.622
ai23_sc,42,1,Tower Hamlets,381,MLR,0.5879,308.821,167.129
ai23_sc,42,1,Tower Hamlets,381,RF,0.6087,321.8,173.054
ai23_sc,42,1,Tower Hamlets,381,XGBoost,0.6083,319.739,172.926
ai23_sc,42,1,Tower Hamlets,381,MLP,0.5996,300.24,170.446
ai23_sc,42,1,Tower Hamlets,381,GATv2,0.7285,396.719,207.099
ai23_sc,42,1,Waltham Forest,492,HistAvg,0.8879,510.268,280.825
ai23_sc,42,1,Waltham Forest,492,IDW,0.8669,572.979,274.199
ai23_sc,42,1,Waltham Forest,492,MLR,0.7202,502.857,227.779
ai23_sc,42,1,Waltham Forest,492,RF,0.6622,471.022,209.453
ai23_sc,42,1,Waltham Forest,492,XGBoost,0.7028,498.315,222.298
ai23_sc,42,1,Waltham Forest,492,MLP,0.6635,466.601,209.861
ai23_sc,42,1,Waltham Forest,492,GATv2,0.7163,484.175,226.554
ai23_sc,42,1,Wandsworth,481,HistAvg,0.8146,681.466,346.179
ai23_sc,42,1,Wandsworth,481,IDW,0.7963,705.712,338.423
ai23_sc,42,1,Wandsworth,481,MLR,0.6336,567.081,269.255
ai23_sc,42,1,Wandsworth,481,RF,0.6483,597.924,275.524
ai23_sc,42,1,Wandsworth,481,XGBoost,0.6342,581.248,269.546
ai23_sc,42,1,Wandsworth,481,MLP,0.6241,568.312,265.226
ai23_sc,42,1,Wandsworth,481,GATv2,0.6965,619.011,295.99
ai23_sc,42,1,Westminster,419,HistAvg,0.763,912.576,497.587
ai23_sc,42,1,Westminster,419,IDW,0.7677,896.337,500.659
ai23_sc,42,1,Westminster,419,MLR,0.5957,710.165,388.511
ai23_sc,42,1,Westminster,419,RF,0.5542,703.112,361.403
ai23_sc,42,1,Westminster,419,XGBoost,0.6037,771.993,393.71
ai23_sc,42,1,Westminster,419,MLP,0.5634,692.846,367.451
ai23_sc,42,1,Westminster,419,GATv2,0.6269,746.566,408.826
func_sim,42,1,Barking and Dagenham,364,HistAvg,0.893,570.009,262.968
func_sim,42,1,Barking and Dagenham,364,IDW,0.8035,593.422,236.631
func_sim,42,1,Barking and Dagenham,364,MLR,0.7043,534.701,207.417
func_sim,42,1,Barking and Dagenham,364,RF,0.6935,518.838,204.243
func_sim,42,1,Barking and Dagenham,364,XGBoost,0.6706,504.096,197.476
func_sim,42,1,Barking and Dagenham,364,MLP,0.6811,524.479,200.563
func_sim,42,1,Barking and Dagenham,364,GATv2,0.7128,546.797,209.924
func_sim,42,1,Barnet,993,HistAvg,1.2395,379.816,265.098
func_sim,42,1,Barnet,993,IDW,0.8581,374.974,183.529
func_sim,42,1,Barnet,993,MLR,0.6935,348.166,148.322
func_sim,42,1,Barnet,993,RF,0.6598,309.932,141.12
func_sim,42,1,Barnet,993,XGBoost,0.6577,301.16,140.667
func_sim,42,1,Barnet,993,MLP,0.6731,305.969,143.963
func_sim,42,1,Barnet,993,GATv2,0.7673,349.225,164.096
func_sim,42,1,Bexley,672,HistAvg,1.6969,388.739,256.754
func_sim,42,1,Bexley,672,IDW,0.8559,366.586,129.506
func_sim,42,1,Bexley,672,MLR,0.6933,305.878,104.9
func_sim,42,1,Bexley,672,RF,0.6847,324.38,103.606
func_sim,42,1,Bexley,672,XGBoost,0.6921,301.404,104.715
func_sim,42,1,Bexley,672,MLP,0.6826,303.661,103.289
func_sim,42,1,Bexley,672,GATv2,0.7822,354.846,118.357
func_sim,42,1,Brent,575,HistAvg,0.8181,541.496,311.062
func_sim,42,1,Brent,575,IDW,0.8563,569.887,325.602
func_sim,42,1,Brent,575,MLR,0.6306,475.734,239.761
func_sim,42,1,Brent,575,RF,0.652,492.364,247.922
func_sim,42,1,Brent,575,XGBoost,0.642,479.007,244.099
func_sim,42,1,Brent,575,MLP,0.6215,466.326,236.318
func_sim,42,1,Brent,575,GATv2,0.7705,571.321,292.975
func_sim,42,1,Bromley,1179,HistAvg,2.6075,309.255,265.171
func_sim,42,1,Bromley,1179,IDW,0.9483,231.824,96.441
func_sim,42,1,Bromley,1179,MLR,0.6641,169.238,67.537
func_sim,42,1,Bromley,1179,RF,0.6545,185.347,66.561
func_sim,42,1,Bromley,1179,XGBoost,0.6504,173.117,66.142
func_sim,42,1,Bromley,1179,MLP,0.6582,163.469,66.941
func_sim,42,1,Bromley,1179,GATv2,0.7316,182.477,74.405
func_sim,42,1,Camden,424,HistAvg,0.8666,609.429,349.975
func_sim,42,1,Camden,424,IDW,0.8385,572.753,338.626
func_sim,42,1,Camden,424,MLR,0.5214,446.19,210.558
func_sim,42,1,Camden,424,RF,0.523,449.668,211.207
func_sim,42,1,Camden,424,XGBoost,0.539,460.715,217.675
func_sim,42,1,Camden,424,MLP,0.5019,412.17,202.679
func_sim,42,1,Camden,424,GATv2,0.6677,516.588,269.628
func_sim,42,1,City of London,101,HistAvg,0.798,914.764,520.033
func_sim,42,1,City of London,101,IDW,0.8708,984.356,567.474
func_sim,42,1,City of London,101,MLR,0.5655,708.56,368.551
func_sim,42,1,City of London,101,RF,0.5729,731.442,373.354
func_sim,42,1,City of London,101,XGBoost,0.5667,703.402,369.289
func_sim,42,1,City of London,101,MLP,0.565,653.743,368.192
func_sim,42,1,City of London,101,GATv2,0.799,925.161,520.715
func_sim,42,1,Croydon,1019,HistAvg,1.5477,343.611,254.841
func_sim,42,1,Croydon,1019,IDW,0.857,332.145,141.119
func_sim,42,1,Croydon,1019,MLR,0.6755,274.015,111.225
func_sim,42,1,Croydon,1019,RF,0.6783,278.265,111.688
func_sim,42,1,Croydon,1019,XGBoost,0.6603,264.784,108.717
func_sim,42,1,Croydon,1019,MLP,0.6668,270.622,109.789
func_sim,42,1,Croydon,1019,GATv2,0.7743,312.669,127.494
func_sim,42,1,Ealing,683,HistAvg,0.9636,570.286,318.126
func_sim,42,1,Ealing,683,IDW,0.8734,604.408,288.357
func_sim,42,1,Ealing,683,MLR,0.6504,470.834,214.746
func_sim,42,1,Ealing,683,RF,0.6688,502.064,220.826
func_sim,42,1,Ealing,683,XGBoost,0.6339,466.953,209.298
func_sim,42,1,Ealing,683,MLP,0.6395,465.855,211.15
func_sim,42,1,Ealing,683,GATv2,0.7138,509.71,235.657
func_sim,42,1,Enfield,707,HistAvg,1.1452,433.336,276.391
func_sim,42,1,Enfield,707,IDW,0.876,457.316,211.434
func_sim,42,1,Enfield,707,MLR,0.6777,363.783,163.561
func_sim,42,1,Enfield,707,RF,0.7019,394.193,169.399
func_sim,42,1,Enfield,707,XGBoost,0.7009,394.895,169.168
func_sim,42,1,Enfield,707,MLP,0.6655,358.626,160.619
func_sim,42,1,Enfield,707,GATv2,0.7215,394.599,174.136
func_sim,42,1,Greenwich,659,HistAvg,0.9994,596.257,285.229
func_sim,42,1,Greenwich,659,IDW,0.8542,632.494,243.79
func_sim,42,1,Greenwich,659,MLR,0.6641,515.151,189.529
func_sim,42,1,Greenwich,659,RF,0.656,538.087,187.228
func_sim,42,1,Greenwich,659,XGBoost,0.6363,526.515,181.603
func_sim,42,1,Greenwich,659,MLP,0.6571,512.333,187.527
func_sim,42,1,Greenwich,659,GATv2,0.7214,526.036,205.886
func_sim,42,1,Hackney,442,HistAvg,0.8267,512.63,325.701
func_sim,42,1,Hackney,442,IDW,0.8065,550.359,317.765
func_sim,42,1,Hackney,442,MLR,0.4995,366.237,196.81
func_sim,42,1,Hackney,442,RF,0.5326,391.617,209.832
func_sim,42,1,Hackney,442,XGBoost,0.5063,361.219,199.469
func_sim,42,1,Hackney,442,MLP,0.4912,354.417,193.53
func_sim,42,1,Hackney,442,GATv2,0.6188,439.071,243.792
func_sim,42,1,Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
func_sim,42,1,Hammersmith and Fulham,276,IDW,0.8082,782.836,383.198
func_sim,42,1,Hammersmith and Fulham,276,MLR,0.6967,659.552,330.33
func_sim,42,1,Hammersmith and Fulham,276,RF,0.673,677.794,319.098
func_sim,42,1,Hammersmith and Fulham,276,XGBoost,0.6941,673.634,329.077
func_sim,42,1,Hammersmith and Fulham,276,MLP,0.6878,646.98,326.126
func_sim,42,1,Hammersmith and Fulham,276,GATv2,0.7045,658.357,334.04
func_sim,42,1,Haringey,461,HistAvg,0.8402,761.461,380.81
func_sim,42,1,Haringey,461,IDW,0.8186,775.506,371.019
func_sim,42,1,Haringey,461,MLR,0.6572,625.971,297.864
func_sim,42,1,Haringey,461,RF,0.6623,678.695,300.208
func_sim,42,1,Haringey,461,XGBoost,0.6837,689.043,309.917
func_sim,42,1,Haringey,461,MLP,0.6334,619.598,287.094
func_sim,42,1,Haringey,461,GATv2,0.8065,789.141,365.575
func_sim,42,1,Harrow,432,HistAvg,1.0881,369.502,256.035
func_sim,42,1,Harrow,432,IDW,0.8283,391.934,194.903
func_sim,42,1,Harrow,432,MLR,0.634,296.505,149.177
func_sim,42,1,Harrow,432,RF,0.6324,300.483,148.808
func_sim,42,1,Harrow,432,XGBoost,0.6014,280.506,141.514
func_sim,42,1,Harrow,432,MLP,0.6142,280.693,144.517
func_sim,42,1,Harrow,432,GATv2,0.7441,355.182,175.087
func_sim,42,1,Havering,691,HistAvg,1.6017,456.404,268.356
func_sim,42,1,Havering,691,IDW,0.875,440.627,146.608
func_sim,42,1,Havering,691,MLR,0.712,354.724,119.289
func_sim,42,1,Havering,691,RF,0.7215,366.109,120.889
func_sim,42,1,Havering,691,XGBoost,0.879,372.771,147.268
func_sim,42,1,Havering,691,MLP,0.715,348.964,119.798
func_sim,42,1,Havering,691,GATv2,0.7984,433.092,133.773
func_sim,42,1,Hillingdon,706,HistAvg,1.3003,592.939,309.8
func_sim,42,1,Hillingdon,706,IDW,0.9244,581.901,220.226
func_sim,42,1,Hillingdon,706,MLR,0.7117,485.526,169.552
func_sim,42,1,Hillingdon,706,RF,0.7647,559.197,182.194
func_sim,42,1,Hillingdon,706,XGBoost,0.7618,527.187,181.497
func_sim,42,1,Hillingdon,706,MLP,0.7329,501.184,174.611
func_sim,42,1,Hillingdon,706,GATv2,0.801,556.198,190.83
func_sim,42,1,Hounslow,651,HistAvg,1.054,427.703,263.162
func_sim,42,1,Hounslow,651,IDW,0.9094,460.46,227.07
func_sim,42,1,Hounslow,651,MLR,0.6382,361.817,159.345
func_sim,42,1,Hounslow,651,RF,0.6539,370.987,163.263
func_sim,42,1,Hounslow,651,XGBoost,0.6377,350.568,159.231
func_sim,42,1,Hounslow,651,MLP,0.6163,338.044,153.881
func_sim,42,1,Hounslow,651,GATv2,0.6911,378.479,172.569
func_sim,42,1,Islington,349,HistAvg,0.7866,736.434,408.65
func_sim,42,1,Islington,349,IDW,0.808,759.193,419.753
func_sim,42,1,Islington,349,MLR,0.5887,621.572,305.82
func_sim,42,1,Islington,349,RF,0.5871,626.78,305.001
func_sim,42,1,Islington,349,XGBoost,0.5884,595.045,305.683
func_sim,42,1,Islington,349,MLP,0.5872,608.28,305.076
