borough,n_test,HA_WMAPE,IDW_WMAPE,MLR_WMAPE,RF_WMAPE,XGB_WMAPE,MLP_WMAPE,GAT_WMAPE
Barking and Dagenham,364,0.892962634563446,0.8035295309782563,0.7043275833129883,0.6936332289993767,0.6705721020698547,0.7778751850128174,0.9889554381370544
Barnet,993,1.2395405769348145,0.8581405872627615,0.6935199499130249,0.6597801868064984,0.6577277779579163,0.7890551090240479,0.986031174659729
